datetime_beginning_utc,datetime_beginning_ept,area,solar_generation_mw
9/21/2020 21:00,9/21/2020 17:00,SOUTH,338.964
9/21/2020 21:00,9/21/2020 17:00,WEST,44.631
9/21/2020 21:00,9/21/2020 17:00,RTO,597.547
9/21/2020 21:00,9/21/2020 17:00,RFC,258.583
9/21/2020 21:00,9/21/2020 17:00,OTHER,0
9/21/2020 20:00,9/21/2020 16:00,MIDATL,398.984
9/21/2020 20:00,9/21/2020 16:00,SOUTH,445.567
9/21/2020 20:00,9/21/2020 16:00,WEST,77.65
9/21/2020 20:00,9/21/2020 16:00,RTO,922.201
9/21/2020 20:00,9/21/2020 16:00,RFC,476.634
9/21/2020 20:00,9/21/2020 16:00,OTHER,0
9/21/2020 19:00,9/21/2020 15:00,MIDATL,534.264
9/21/2020 19:00,9/21/2020 15:00,SOUTH,529.387
9/21/2020 19:00,9/21/2020 15:00,WEST,96.409
9/21/2020 19:00,9/21/2020 15:00,RTO,1160.06
9/21/2020 19:00,9/21/2020 15:00,RFC,630.673
9/21/2020 19:00,9/21/2020 15:00,OTHER,0
9/21/2020 18:00,9/21/2020 14:00,MIDATL,639.881
9/21/2020 18:00,9/21/2020 14:00,SOUTH,662.093
9/21/2020 18:00,9/21/2020 14:00,WEST,107.111
9/21/2020 18:00,9/21/2020 14:00,RTO,1409.085
9/21/2020 18:00,9/21/2020 14:00,RFC,746.992
9/21/2020 18:00,9/21/2020 14:00,OTHER,0
9/21/2020 17:00,9/21/2020 13:00,MIDATL,673.338
9/21/2020 17:00,9/21/2020 13:00,SOUTH,688.314
9/21/2020 17:00,9/21/2020 13:00,WEST,109.103
9/21/2020 17:00,9/21/2020 13:00,RTO,1470.755
9/21/2020 17:00,9/21/2020 13:00,RFC,782.441
9/21/2020 17:00,9/21/2020 13:00,OTHER,0
9/21/2020 16:00,9/21/2020 12:00,MIDATL,701.647
9/21/2020 16:00,9/21/2020 12:00,SOUTH,673.777
9/21/2020 16:00,9/21/2020 12:00,WEST,109.711
9/21/2020 16:00,9/21/2020 12:00,RTO,1485.135
9/21/2020 16:00,9/21/2020 12:00,RFC,811.358
9/21/2020 16:00,9/21/2020 12:00,OTHER,0
9/21/2020 15:00,9/21/2020 11:00,MIDATL,674.897
9/21/2020 15:00,9/21/2020 11:00,SOUTH,715.238
9/21/2020 15:00,9/21/2020 11:00,WEST,105.471
9/21/2020 15:00,9/21/2020 11:00,RTO,1495.606
9/21/2020 15:00,9/21/2020 11:00,RFC,780.368
9/21/2020 15:00,9/21/2020 11:00,OTHER,0
9/21/2020 14:00,9/21/2020 10:00,MIDATL,629.511
9/21/2020 14:00,9/21/2020 10:00,SOUTH,763.55
9/21/2020 14:00,9/21/2020 10:00,WEST,90.228
9/21/2020 14:00,9/21/2020 10:00,RTO,1483.289
9/21/2020 14:00,9/21/2020 10:00,RFC,719.739
9/21/2020 14:00,9/21/2020 10:00,OTHER,0
9/21/2020 13:00,9/21/2020 9:00,MIDATL,486.893
9/21/2020 13:00,9/21/2020 9:00,SOUTH,741.498
9/21/2020 13:00,9/21/2020 9:00,WEST,70.782
9/21/2020 13:00,9/21/2020 9:00,RTO,1299.173
9/21/2020 13:00,9/21/2020 9:00,RFC,557.675
9/21/2020 13:00,9/21/2020 9:00,OTHER,0
9/21/2020 12:00,9/21/2020 8:00,MIDATL,275.755
9/21/2020 12:00,9/21/2020 8:00,SOUTH,506.757
9/21/2020 12:00,9/21/2020 8:00,WEST,38.107
9/21/2020 12:00,9/21/2020 8:00,RTO,820.619
9/21/2020 12:00,9/21/2020 8:00,RFC,313.862
9/21/2020 12:00,9/21/2020 8:00,OTHER,0
9/21/2020 11:00,9/21/2020 7:00,MIDATL,62.277
9/21/2020 11:00,9/21/2020 7:00,SOUTH,92.881
9/21/2020 11:00,9/21/2020 7:00,WEST,7.355
9/21/2020 11:00,9/21/2020 7:00,RTO,162.513
9/21/2020 11:00,9/21/2020 7:00,RFC,69.632
9/21/2020 11:00,9/21/2020 7:00,OTHER,0
9/21/2020 10:00,9/21/2020 6:00,MIDATL,-0.092
9/21/2020 10:00,9/21/2020 6:00,SOUTH,-1.401
9/21/2020 10:00,9/21/2020 6:00,WEST,-0.241
9/21/2020 10:00,9/21/2020 6:00,RTO,-1.735
9/21/2020 10:00,9/21/2020 6:00,RFC,-0.334
9/21/2020 10:00,9/21/2020 6:00,OTHER,0
9/21/2020 9:00,9/21/2020 5:00,MIDATL,-1.253
9/21/2020 9:00,9/21/2020 5:00,SOUTH,-1.962
9/21/2020 9:00,9/21/2020 5:00,WEST,-0.251
9/21/2020 9:00,9/21/2020 5:00,RTO,-3.466
9/21/2020 9:00,9/21/2020 5:00,RFC,-1.504
9/21/2020 9:00,9/21/2020 5:00,OTHER,0
9/21/2020 8:00,9/21/2020 4:00,MIDATL,-1.358
9/21/2020 8:00,9/21/2020 4:00,SOUTH,-1.985
9/21/2020 8:00,9/21/2020 4:00,WEST,-0.241
9/21/2020 8:00,9/21/2020 4:00,RTO,-3.584
9/21/2020 8:00,9/21/2020 4:00,RFC,-1.599
9/21/2020 8:00,9/21/2020 4:00,OTHER,0
9/21/2020 7:00,9/21/2020 3:00,MIDATL,-1.302
9/21/2020 7:00,9/21/2020 3:00,SOUTH,-1.91
9/21/2020 7:00,9/21/2020 3:00,WEST,-0.25
9/21/2020 7:00,9/21/2020 3:00,RTO,-3.462
9/21/2020 7:00,9/21/2020 3:00,RFC,-1.552
9/21/2020 7:00,9/21/2020 3:00,OTHER,0
9/21/2020 6:00,9/21/2020 2:00,MIDATL,-1.261
9/21/2020 6:00,9/21/2020 2:00,SOUTH,-1.96
9/21/2020 6:00,9/21/2020 2:00,WEST,-0.237
9/21/2020 6:00,9/21/2020 2:00,RTO,-3.458
9/21/2020 6:00,9/21/2020 2:00,RFC,-1.498
9/21/2020 6:00,9/21/2020 2:00,OTHER,0
9/21/2020 5:00,9/21/2020 1:00,MIDATL,-1.244
9/21/2020 5:00,9/21/2020 1:00,SOUTH,-1.917
9/21/2020 5:00,9/21/2020 1:00,WEST,-0.244
9/21/2020 5:00,9/21/2020 1:00,RTO,-3.405
9/21/2020 5:00,9/21/2020 1:00,RFC,-1.488
9/21/2020 5:00,9/21/2020 1:00,OTHER,0
9/21/2020 4:00,9/21/2020 0:00,MIDATL,-1.285
9/21/2020 4:00,9/21/2020 0:00,SOUTH,-1.966
9/21/2020 4:00,9/21/2020 0:00,WEST,-0.247
9/21/2020 4:00,9/21/2020 0:00,RTO,-3.498
9/21/2020 4:00,9/21/2020 0:00,RFC,-1.532
9/21/2020 4:00,9/21/2020 0:00,OTHER,0
9/21/2020 3:00,9/20/2020 23:00,MIDATL,-0.16
9/21/2020 3:00,9/20/2020 23:00,SOUTH,-2.196
9/21/2020 3:00,9/20/2020 23:00,WEST,-0.24
9/21/2020 3:00,9/20/2020 23:00,RTO,-2.596
9/21/2020 3:00,9/20/2020 23:00,RFC,-0.4
9/21/2020 3:00,9/20/2020 23:00,OTHER,0
9/21/2020 2:00,9/20/2020 22:00,MIDATL,-0.178
9/21/2020 2:00,9/20/2020 22:00,SOUTH,-2.255
9/21/2020 2:00,9/20/2020 22:00,WEST,-0.247
9/21/2020 2:00,9/20/2020 22:00,RTO,-2.68
9/21/2020 2:00,9/20/2020 22:00,RFC,-0.425
9/21/2020 2:00,9/20/2020 22:00,OTHER,0
9/21/2020 1:00,9/20/2020 21:00,MIDATL,-0.196
9/21/2020 1:00,9/20/2020 21:00,SOUTH,-2.152
9/21/2020 1:00,9/20/2020 21:00,WEST,-0.254
9/21/2020 1:00,9/20/2020 21:00,RTO,-2.602
9/21/2020 1:00,9/20/2020 21:00,RFC,-0.45
9/21/2020 1:00,9/20/2020 21:00,OTHER,0
9/21/2020 0:00,9/20/2020 20:00,MIDATL,-0.234
9/21/2020 0:00,9/20/2020 20:00,SOUTH,-2.241
9/21/2020 0:00,9/20/2020 20:00,WEST,-0.248
9/21/2020 0:00,9/20/2020 20:00,RTO,-2.723
9/21/2020 0:00,9/20/2020 20:00,RFC,-0.482
9/21/2020 0:00,9/20/2020 20:00,OTHER,0
9/20/2020 23:00,9/20/2020 19:00,MIDATL,0.079
9/20/2020 23:00,9/20/2020 19:00,SOUTH,-1.571
9/20/2020 23:00,9/20/2020 19:00,WEST,-0.104
9/20/2020 23:00,9/20/2020 19:00,RTO,-1.596
9/20/2020 23:00,9/20/2020 19:00,RFC,-0.025
9/20/2020 23:00,9/20/2020 19:00,OTHER,0
9/20/2020 22:00,9/20/2020 18:00,MIDATL,42.65
9/20/2020 22:00,9/20/2020 18:00,SOUTH,132.28
9/20/2020 22:00,9/20/2020 18:00,WEST,11.734
9/20/2020 22:00,9/20/2020 18:00,RTO,186.664
9/20/2020 22:00,9/20/2020 18:00,RFC,54.384
9/20/2020 22:00,9/20/2020 18:00,OTHER,0
9/20/2020 21:00,9/20/2020 17:00,MIDATL,259.484
9/20/2020 21:00,9/20/2020 17:00,SOUTH,548.466
9/20/2020 21:00,9/20/2020 17:00,WEST,45.291
9/20/2020 21:00,9/20/2020 17:00,RTO,853.241
9/20/2020 21:00,9/20/2020 17:00,RFC,304.775
9/20/2020 21:00,9/20/2020 17:00,OTHER,0
9/20/2020 20:00,9/20/2020 16:00,MIDATL,477.141
9/20/2020 20:00,9/20/2020 16:00,SOUTH,693.729
9/20/2020 20:00,9/20/2020 16:00,WEST,76.044
9/20/2020 20:00,9/20/2020 16:00,RTO,1246.914
9/20/2020 20:00,9/20/2020 16:00,RFC,553.185
9/20/2020 20:00,9/20/2020 16:00,OTHER,0
9/20/2020 19:00,9/20/2020 15:00,MIDATL,586.452
9/20/2020 19:00,9/20/2020 15:00,SOUTH,766.888
9/20/2020 19:00,9/20/2020 15:00,WEST,95.803
9/20/2020 19:00,9/20/2020 15:00,RTO,1449.143
9/20/2020 19:00,9/20/2020 15:00,RFC,682.255
9/20/2020 19:00,9/20/2020 15:00,OTHER,0
9/20/2020 18:00,9/20/2020 14:00,MIDATL,657.794
9/20/2020 18:00,9/20/2020 14:00,SOUTH,784.253
9/20/2020 18:00,9/20/2020 14:00,WEST,104.061
9/20/2020 18:00,9/20/2020 14:00,RTO,1546.108
9/20/2020 18:00,9/20/2020 14:00,RFC,761.855
9/20/2020 18:00,9/20/2020 14:00,OTHER,0
9/20/2020 17:00,9/20/2020 13:00,MIDATL,680.918
9/20/2020 17:00,9/20/2020 13:00,SOUTH,841.603
9/20/2020 17:00,9/20/2020 13:00,WEST,106.06
9/20/2020 17:00,9/20/2020 13:00,RTO,1628.581
9/20/2020 17:00,9/20/2020 13:00,RFC,786.978
9/20/2020 17:00,9/20/2020 13:00,OTHER,0
9/20/2020 16:00,9/20/2020 12:00,MIDATL,720.86
9/20/2020 16:00,9/20/2020 12:00,SOUTH,841.409
9/20/2020 16:00,9/20/2020 12:00,WEST,106.931
9/20/2020 16:00,9/20/2020 12:00,RTO,1669.2
9/20/2020 16:00,9/20/2020 12:00,RFC,827.791
9/20/2020 16:00,9/20/2020 12:00,OTHER,0
9/20/2020 15:00,9/20/2020 11:00,MIDATL,719.308
9/20/2020 15:00,9/20/2020 11:00,SOUTH,944.979
9/20/2020 15:00,9/20/2020 11:00,WEST,103.925
9/20/2020 15:00,9/20/2020 11:00,RTO,1768.212
9/20/2020 15:00,9/20/2020 11:00,RFC,823.233
9/20/2020 15:00,9/20/2020 11:00,OTHER,0
9/20/2020 14:00,9/20/2020 10:00,MIDATL,665.836
9/20/2020 14:00,9/20/2020 10:00,SOUTH,1029.537
9/20/2020 14:00,9/20/2020 10:00,WEST,94.101
9/20/2020 14:00,9/20/2020 10:00,RTO,1789.474
9/20/2020 14:00,9/20/2020 10:00,RFC,759.937
9/20/2020 14:00,9/20/2020 10:00,OTHER,0
9/20/2020 13:00,9/20/2020 9:00,MIDATL,523.254
9/20/2020 13:00,9/20/2020 9:00,SOUTH,960.126
9/20/2020 13:00,9/20/2020 9:00,WEST,76.745
9/20/2020 13:00,9/20/2020 9:00,RTO,1560.125
9/20/2020 13:00,9/20/2020 9:00,RFC,599.999
9/20/2020 13:00,9/20/2020 9:00,OTHER,0
9/20/2020 12:00,9/20/2020 8:00,MIDATL,303.013
9/20/2020 12:00,9/20/2020 8:00,SOUTH,615.037
9/20/2020 12:00,9/20/2020 8:00,WEST,42.599
9/20/2020 12:00,9/20/2020 8:00,RTO,960.649
9/20/2020 12:00,9/20/2020 8:00,RFC,345.612
9/20/2020 12:00,9/20/2020 8:00,OTHER,0
9/20/2020 11:00,9/20/2020 7:00,MIDATL,66.407
9/20/2020 11:00,9/20/2020 7:00,SOUTH,110.421
9/20/2020 11:00,9/20/2020 7:00,WEST,7.551
9/20/2020 11:00,9/20/2020 7:00,RTO,184.379
9/20/2020 11:00,9/20/2020 7:00,RFC,73.958
9/20/2020 11:00,9/20/2020 7:00,OTHER,0
9/20/2020 10:00,9/20/2020 6:00,MIDATL,-0.386
9/20/2020 10:00,9/20/2020 6:00,SOUTH,-1.356
9/20/2020 10:00,9/20/2020 6:00,WEST,-0.226
9/20/2020 10:00,9/20/2020 6:00,RTO,-1.968
9/20/2020 10:00,9/20/2020 6:00,RFC,-0.612
9/20/2020 10:00,9/20/2020 6:00,OTHER,0
9/20/2020 9:00,9/20/2020 5:00,MIDATL,-1.325
9/20/2020 9:00,9/20/2020 5:00,SOUTH,-2.078
9/20/2020 9:00,9/20/2020 5:00,WEST,-0.25
9/20/2020 9:00,9/20/2020 5:00,RTO,-3.653
9/20/2020 9:00,9/20/2020 5:00,RFC,-1.575
9/20/2020 9:00,9/20/2020 5:00,OTHER,0
9/20/2020 8:00,9/20/2020 4:00,MIDATL,-1.36
9/20/2020 8:00,9/20/2020 4:00,SOUTH,-2.085
9/20/2020 8:00,9/20/2020 4:00,WEST,-0.245
9/20/2020 8:00,9/20/2020 4:00,RTO,-3.69
9/20/2020 8:00,9/20/2020 4:00,RFC,-1.605
9/20/2020 8:00,9/20/2020 4:00,OTHER,0
9/20/2020 7:00,9/20/2020 3:00,MIDATL,-1.364
9/20/2020 7:00,9/20/2020 3:00,SOUTH,-2.23
9/20/2020 7:00,9/20/2020 3:00,WEST,-0.243
9/20/2020 7:00,9/20/2020 3:00,RTO,-3.837
9/20/2020 7:00,9/20/2020 3:00,RFC,-1.607
9/20/2020 7:00,9/20/2020 3:00,OTHER,0
9/20/2020 6:00,9/20/2020 2:00,MIDATL,-1.321
9/20/2020 6:00,9/20/2020 2:00,SOUTH,-2.205
9/20/2020 6:00,9/20/2020 2:00,WEST,-0.249
9/20/2020 6:00,9/20/2020 2:00,RTO,-3.775
9/20/2020 6:00,9/20/2020 2:00,RFC,-1.57
9/20/2020 6:00,9/20/2020 2:00,OTHER,0
9/20/2020 5:00,9/20/2020 1:00,MIDATL,-1.328
9/20/2020 5:00,9/20/2020 1:00,SOUTH,-2.12
9/20/2020 5:00,9/20/2020 1:00,WEST,-0.241
9/20/2020 5:00,9/20/2020 1:00,RTO,-3.689
9/20/2020 5:00,9/20/2020 1:00,RFC,-1.569
9/20/2020 5:00,9/20/2020 1:00,OTHER,0
9/20/2020 4:00,9/20/2020 0:00,MIDATL,-1.323
9/20/2020 4:00,9/20/2020 0:00,SOUTH,-2.058
9/20/2020 4:00,9/20/2020 0:00,WEST,-0.24
9/20/2020 4:00,9/20/2020 0:00,RTO,-3.621
9/20/2020 4:00,9/20/2020 0:00,RFC,-1.563
9/20/2020 4:00,9/20/2020 0:00,OTHER,0
9/20/2020 3:00,9/19/2020 23:00,MIDATL,-1.256
9/20/2020 3:00,9/19/2020 23:00,SOUTH,-2.197
9/20/2020 3:00,9/19/2020 23:00,WEST,-0.233
9/20/2020 3:00,9/19/2020 23:00,RTO,-3.686
9/20/2020 3:00,9/19/2020 23:00,RFC,-1.489
9/20/2020 3:00,9/19/2020 23:00,OTHER,0
9/20/2020 2:00,9/19/2020 22:00,MIDATL,-1.26
9/20/2020 2:00,9/19/2020 22:00,SOUTH,-2.243
9/20/2020 2:00,9/19/2020 22:00,WEST,-0.226
9/20/2020 2:00,9/19/2020 22:00,RTO,-3.729
9/20/2020 2:00,9/19/2020 22:00,RFC,-1.486
9/20/2020 2:00,9/19/2020 22:00,OTHER,0
9/20/2020 1:00,9/19/2020 21:00,MIDATL,-1.25
9/20/2020 1:00,9/19/2020 21:00,SOUTH,-2.102
9/20/2020 1:00,9/19/2020 21:00,WEST,-0.227
9/20/2020 1:00,9/19/2020 21:00,RTO,-3.579
9/20/2020 1:00,9/19/2020 21:00,RFC,-1.477
9/20/2020 1:00,9/19/2020 21:00,OTHER,0
9/20/2020 0:00,9/19/2020 20:00,MIDATL,-1.251
9/20/2020 0:00,9/19/2020 20:00,SOUTH,-2.207
9/20/2020 0:00,9/19/2020 20:00,WEST,-0.233
9/20/2020 0:00,9/19/2020 20:00,RTO,-3.691
9/20/2020 0:00,9/19/2020 20:00,RFC,-1.484
9/20/2020 0:00,9/19/2020 20:00,OTHER,0
9/19/2020 23:00,9/19/2020 19:00,MIDATL,-0.946
9/19/2020 23:00,9/19/2020 19:00,SOUTH,-1.722
9/19/2020 23:00,9/19/2020 19:00,WEST,0.012
9/19/2020 23:00,9/19/2020 19:00,RTO,-2.656
9/19/2020 23:00,9/19/2020 19:00,RFC,-0.934
9/19/2020 23:00,9/19/2020 19:00,OTHER,0
9/19/2020 22:00,9/19/2020 18:00,MIDATL,34.634
9/19/2020 22:00,9/19/2020 18:00,SOUTH,59.958
9/19/2020 22:00,9/19/2020 18:00,WEST,12.885
9/19/2020 22:00,9/19/2020 18:00,RTO,107.477
9/19/2020 22:00,9/19/2020 18:00,RFC,47.519
9/19/2020 22:00,9/19/2020 18:00,OTHER,0
9/19/2020 21:00,9/19/2020 17:00,MIDATL,200.917
9/19/2020 21:00,9/19/2020 17:00,SOUTH,244.374
9/19/2020 21:00,9/19/2020 17:00,WEST,48.181
9/19/2020 21:00,9/19/2020 17:00,RTO,493.472
9/19/2020 21:00,9/19/2020 17:00,RFC,249.098
9/19/2020 21:00,9/19/2020 17:00,OTHER,0
9/19/2020 20:00,9/19/2020 16:00,MIDATL,392.538
9/19/2020 20:00,9/19/2020 16:00,SOUTH,542.093
9/19/2020 20:00,9/19/2020 16:00,WEST,81.651
9/19/2020 20:00,9/19/2020 16:00,RTO,1016.282
9/19/2020 20:00,9/19/2020 16:00,RFC,474.189
9/19/2020 20:00,9/19/2020 16:00,OTHER,0
9/19/2020 19:00,9/19/2020 15:00,MIDATL,558.564
9/19/2020 19:00,9/19/2020 15:00,SOUTH,605.716
9/19/2020 19:00,9/19/2020 15:00,WEST,95.184
9/19/2020 19:00,9/19/2020 15:00,RTO,1259.464
9/19/2020 19:00,9/19/2020 15:00,RFC,653.748
9/19/2020 19:00,9/19/2020 15:00,OTHER,0
9/19/2020 18:00,9/19/2020 14:00,MIDATL,658.331
9/19/2020 18:00,9/19/2020 14:00,SOUTH,662.961
9/19/2020 18:00,9/19/2020 14:00,WEST,105.226
9/19/2020 18:00,9/19/2020 14:00,RTO,1426.518
9/19/2020 18:00,9/19/2020 14:00,RFC,763.557
9/19/2020 18:00,9/19/2020 14:00,OTHER,0
9/19/2020 17:00,9/19/2020 13:00,MIDATL,712.681
9/19/2020 17:00,9/19/2020 13:00,SOUTH,795.672
9/19/2020 17:00,9/19/2020 13:00,WEST,106.882
9/19/2020 17:00,9/19/2020 13:00,RTO,1615.235
9/19/2020 17:00,9/19/2020 13:00,RFC,819.563
9/19/2020 17:00,9/19/2020 13:00,OTHER,0
9/19/2020 16:00,9/19/2020 12:00,MIDATL,728.024
9/19/2020 16:00,9/19/2020 12:00,SOUTH,767.148
9/19/2020 16:00,9/19/2020 12:00,WEST,109.579
9/19/2020 16:00,9/19/2020 12:00,RTO,1604.751
9/19/2020 16:00,9/19/2020 12:00,RFC,837.603
9/19/2020 16:00,9/19/2020 12:00,OTHER,0
9/19/2020 15:00,9/19/2020 11:00,MIDATL,707.199
9/19/2020 15:00,9/19/2020 11:00,SOUTH,787.074
9/19/2020 15:00,9/19/2020 11:00,WEST,105.709
9/19/2020 15:00,9/19/2020 11:00,RTO,1599.982
9/19/2020 15:00,9/19/2020 11:00,RFC,812.908
9/19/2020 15:00,9/19/2020 11:00,OTHER,0
9/19/2020 14:00,9/19/2020 10:00,MIDATL,656.099
9/19/2020 14:00,9/19/2020 10:00,SOUTH,796.326
9/19/2020 14:00,9/19/2020 10:00,WEST,97.96
9/19/2020 14:00,9/19/2020 10:00,RTO,1550.385
9/19/2020 14:00,9/19/2020 10:00,RFC,754.059
9/19/2020 14:00,9/19/2020 10:00,OTHER,0
9/19/2020 13:00,9/19/2020 9:00,MIDATL,549.328
9/19/2020 13:00,9/19/2020 9:00,SOUTH,564.299
9/19/2020 13:00,9/19/2020 9:00,WEST,79.439
9/19/2020 13:00,9/19/2020 9:00,RTO,1193.066
9/19/2020 13:00,9/19/2020 9:00,RFC,628.767
9/19/2020 13:00,9/19/2020 9:00,OTHER,0
9/19/2020 12:00,9/19/2020 8:00,MIDATL,332.52
9/19/2020 12:00,9/19/2020 8:00,SOUTH,307.754
9/19/2020 12:00,9/19/2020 8:00,WEST,42.874
9/19/2020 12:00,9/19/2020 8:00,RTO,683.148
9/19/2020 12:00,9/19/2020 8:00,RFC,375.394
9/19/2020 12:00,9/19/2020 8:00,OTHER,0
9/19/2020 11:00,9/19/2020 7:00,MIDATL,83.101
9/19/2020 11:00,9/19/2020 7:00,SOUTH,83.051
9/19/2020 11:00,9/19/2020 7:00,WEST,8.031
9/19/2020 11:00,9/19/2020 7:00,RTO,174.183
9/19/2020 11:00,9/19/2020 7:00,RFC,91.132
9/19/2020 11:00,9/19/2020 7:00,OTHER,0
9/19/2020 10:00,9/19/2020 6:00,MIDATL,0.02
9/19/2020 10:00,9/19/2020 6:00,SOUTH,-1.927
9/19/2020 10:00,9/19/2020 6:00,WEST,-0.219
9/19/2020 10:00,9/19/2020 6:00,RTO,-2.126
9/19/2020 10:00,9/19/2020 6:00,RFC,-0.199
9/19/2020 10:00,9/19/2020 6:00,OTHER,0
9/19/2020 9:00,9/19/2020 5:00,MIDATL,-1.293
9/19/2020 9:00,9/19/2020 5:00,SOUTH,-2.263
9/19/2020 9:00,9/19/2020 5:00,WEST,-0.249
9/19/2020 9:00,9/19/2020 5:00,RTO,-3.805
9/19/2020 9:00,9/19/2020 5:00,RFC,-1.542
9/19/2020 9:00,9/19/2020 5:00,OTHER,0
9/19/2020 8:00,9/19/2020 4:00,MIDATL,-1.292
9/19/2020 8:00,9/19/2020 4:00,SOUTH,-2.081
9/19/2020 8:00,9/19/2020 4:00,WEST,-0.24
9/19/2020 8:00,9/19/2020 4:00,RTO,-3.613
9/19/2020 8:00,9/19/2020 4:00,RFC,-1.532
9/19/2020 8:00,9/19/2020 4:00,OTHER,0
9/19/2020 7:00,9/19/2020 3:00,MIDATL,-1.26
9/19/2020 7:00,9/19/2020 3:00,SOUTH,-2.198
9/19/2020 7:00,9/19/2020 3:00,WEST,-0.241
9/19/2020 7:00,9/19/2020 3:00,RTO,-3.699
9/19/2020 7:00,9/19/2020 3:00,RFC,-1.501
9/19/2020 7:00,9/19/2020 3:00,OTHER,0
9/19/2020 6:00,9/19/2020 2:00,MIDATL,-1.279
9/19/2020 6:00,9/19/2020 2:00,SOUTH,-2.171
9/19/2020 6:00,9/19/2020 2:00,WEST,-0.251
9/19/2020 6:00,9/19/2020 2:00,RTO,-3.701
9/19/2020 6:00,9/19/2020 2:00,RFC,-1.53
9/19/2020 6:00,9/19/2020 2:00,OTHER,0
9/19/2020 5:00,9/19/2020 1:00,MIDATL,-1.247
9/19/2020 5:00,9/19/2020 1:00,SOUTH,-2.131
9/19/2020 5:00,9/19/2020 1:00,WEST,-0.237
9/19/2020 5:00,9/19/2020 1:00,RTO,-3.615
9/19/2020 5:00,9/19/2020 1:00,RFC,-1.484
9/19/2020 5:00,9/19/2020 1:00,OTHER,0
9/19/2020 4:00,9/19/2020 0:00,MIDATL,-1.262
9/19/2020 4:00,9/19/2020 0:00,SOUTH,-2.134
9/19/2020 4:00,9/19/2020 0:00,WEST,-0.251
9/19/2020 4:00,9/19/2020 0:00,RTO,-3.647
9/19/2020 4:00,9/19/2020 0:00,RFC,-1.513
9/19/2020 4:00,9/19/2020 0:00,OTHER,0
9/19/2020 3:00,9/18/2020 23:00,MIDATL,-1.232
9/19/2020 3:00,9/18/2020 23:00,SOUTH,-2.139
9/19/2020 3:00,9/18/2020 23:00,WEST,-0.234
9/19/2020 3:00,9/18/2020 23:00,RTO,-3.605
9/19/2020 3:00,9/18/2020 23:00,RFC,-1.466
9/19/2020 3:00,9/18/2020 23:00,OTHER,0
9/19/2020 2:00,9/18/2020 22:00,MIDATL,-1.228
9/19/2020 2:00,9/18/2020 22:00,SOUTH,-2.317
9/19/2020 2:00,9/18/2020 22:00,WEST,-0.24
9/19/2020 2:00,9/18/2020 22:00,RTO,-3.785
9/19/2020 2:00,9/18/2020 22:00,RFC,-1.468
9/19/2020 2:00,9/18/2020 22:00,OTHER,0
9/19/2020 1:00,9/18/2020 21:00,MIDATL,-1.243
9/19/2020 1:00,9/18/2020 21:00,SOUTH,-2.114
9/19/2020 1:00,9/18/2020 21:00,WEST,-0.239
9/19/2020 1:00,9/18/2020 21:00,RTO,-3.596
9/19/2020 1:00,9/18/2020 21:00,RFC,-1.482
9/19/2020 1:00,9/18/2020 21:00,OTHER,0
9/19/2020 0:00,9/18/2020 20:00,MIDATL,-1.204
9/19/2020 0:00,9/18/2020 20:00,SOUTH,-2.193
9/19/2020 0:00,9/18/2020 20:00,WEST,-0.226
9/19/2020 0:00,9/18/2020 20:00,RTO,-3.623
9/19/2020 0:00,9/18/2020 20:00,RFC,-1.43
9/19/2020 0:00,9/18/2020 20:00,OTHER,0
9/18/2020 23:00,9/18/2020 19:00,MIDATL,-0.903
9/18/2020 23:00,9/18/2020 19:00,SOUTH,-1.569
9/18/2020 23:00,9/18/2020 19:00,WEST,-0.046
9/18/2020 23:00,9/18/2020 19:00,RTO,-2.518
9/18/2020 23:00,9/18/2020 19:00,RFC,-0.949
9/18/2020 23:00,9/18/2020 19:00,OTHER,0
9/18/2020 22:00,9/18/2020 18:00,MIDATL,32.134
9/18/2020 22:00,9/18/2020 18:00,SOUTH,68.245
9/18/2020 22:00,9/18/2020 18:00,WEST,12.487
9/18/2020 22:00,9/18/2020 18:00,RTO,112.866
9/18/2020 22:00,9/18/2020 18:00,RFC,44.621
9/18/2020 22:00,9/18/2020 18:00,OTHER,0
9/18/2020 21:00,9/18/2020 17:00,MIDATL,167.537
9/18/2020 21:00,9/18/2020 17:00,SOUTH,307.051
9/18/2020 21:00,9/18/2020 17:00,WEST,43.717
9/18/2020 21:00,9/18/2020 17:00,RTO,518.305
9/18/2020 21:00,9/18/2020 17:00,RFC,211.254
9/18/2020 21:00,9/18/2020 17:00,OTHER,0
9/18/2020 20:00,9/18/2020 16:00,MIDATL,295.151
9/18/2020 20:00,9/18/2020 16:00,SOUTH,422.797
9/18/2020 20:00,9/18/2020 16:00,WEST,65.053
9/18/2020 20:00,9/18/2020 16:00,RTO,783.001
9/18/2020 20:00,9/18/2020 16:00,RFC,360.204
9/18/2020 20:00,9/18/2020 16:00,OTHER,0
9/18/2020 19:00,9/18/2020 15:00,MIDATL,365.845
9/18/2020 19:00,9/18/2020 15:00,SOUTH,527.109
9/18/2020 19:00,9/18/2020 15:00,WEST,81.057
9/18/2020 19:00,9/18/2020 15:00,RTO,974.011
9/18/2020 19:00,9/18/2020 15:00,RFC,446.902
9/18/2020 19:00,9/18/2020 15:00,OTHER,0
9/18/2020 18:00,9/18/2020 14:00,MIDATL,395.094
9/18/2020 18:00,9/18/2020 14:00,SOUTH,546.059
