datetime_beginning_utc,datetime_beginning_ept,area,wind_generation_mw
8/20/2020 9:00,8/20/2020 5:00,RTO,641.125
8/20/2020 9:00,8/20/2020 5:00,RFC,623.829
8/20/2020 8:00,8/20/2020 4:00,MIDATL,137.254
8/20/2020 8:00,8/20/2020 4:00,SOUTH,10.896
8/20/2020 8:00,8/20/2020 4:00,WEST,499.102
8/20/2020 8:00,8/20/2020 4:00,RTO,647.252
8/20/2020 8:00,8/20/2020 4:00,RFC,636.356
8/20/2020 7:00,8/20/2020 3:00,MIDATL,140.302
8/20/2020 7:00,8/20/2020 3:00,SOUTH,7.828
8/20/2020 7:00,8/20/2020 3:00,WEST,517.826
8/20/2020 7:00,8/20/2020 3:00,RTO,665.956
8/20/2020 7:00,8/20/2020 3:00,RFC,658.128
8/20/2020 6:00,8/20/2020 2:00,MIDATL,127.368
8/20/2020 6:00,8/20/2020 2:00,SOUTH,4.305
8/20/2020 6:00,8/20/2020 2:00,WEST,530.559
8/20/2020 6:00,8/20/2020 2:00,RTO,662.232
8/20/2020 6:00,8/20/2020 2:00,RFC,657.927
8/20/2020 5:00,8/20/2020 1:00,MIDATL,131.048
8/20/2020 5:00,8/20/2020 1:00,SOUTH,-1.816
8/20/2020 5:00,8/20/2020 1:00,WEST,495.386
8/20/2020 5:00,8/20/2020 1:00,RTO,624.618
8/20/2020 5:00,8/20/2020 1:00,RFC,626.434
8/20/2020 4:00,8/20/2020 0:00,MIDATL,115.139
8/20/2020 4:00,8/20/2020 0:00,SOUTH,-1.819
8/20/2020 4:00,8/20/2020 0:00,WEST,489.826
8/20/2020 4:00,8/20/2020 0:00,RTO,603.146
8/20/2020 4:00,8/20/2020 0:00,RFC,604.965
8/20/2020 3:00,8/19/2020 23:00,MIDATL,130.354
8/20/2020 3:00,8/19/2020 23:00,SOUTH,-1.551
8/20/2020 3:00,8/19/2020 23:00,WEST,530.518
8/20/2020 3:00,8/19/2020 23:00,RTO,659.321
8/20/2020 3:00,8/19/2020 23:00,RFC,660.872
8/20/2020 2:00,8/19/2020 22:00,MIDATL,138.759
8/20/2020 2:00,8/19/2020 22:00,SOUTH,2.641
8/20/2020 2:00,8/19/2020 22:00,WEST,347.563
8/20/2020 2:00,8/19/2020 22:00,RTO,488.963
8/20/2020 2:00,8/19/2020 22:00,RFC,486.322
8/20/2020 1:00,8/19/2020 21:00,MIDATL,155.734
8/20/2020 1:00,8/19/2020 21:00,SOUTH,5.821
8/20/2020 1:00,8/19/2020 21:00,WEST,198.64
8/20/2020 1:00,8/19/2020 21:00,RTO,360.195
8/20/2020 1:00,8/19/2020 21:00,RFC,354.374
8/20/2020 0:00,8/19/2020 20:00,MIDATL,101.726
8/20/2020 0:00,8/19/2020 20:00,SOUTH,0.161
8/20/2020 0:00,8/19/2020 20:00,WEST,126.249
8/20/2020 0:00,8/19/2020 20:00,RTO,228.136
8/20/2020 0:00,8/19/2020 20:00,RFC,227.975
8/19/2020 23:00,8/19/2020 19:00,MIDATL,53.424
8/19/2020 23:00,8/19/2020 19:00,SOUTH,8.744
8/19/2020 23:00,8/19/2020 19:00,WEST,144.573
8/19/2020 23:00,8/19/2020 19:00,RTO,206.741
8/19/2020 23:00,8/19/2020 19:00,RFC,197.997
8/19/2020 22:00,8/19/2020 18:00,MIDATL,56.924
8/19/2020 22:00,8/19/2020 18:00,SOUTH,9.307
8/19/2020 22:00,8/19/2020 18:00,WEST,156.646
8/19/2020 22:00,8/19/2020 18:00,RTO,222.877
8/19/2020 22:00,8/19/2020 18:00,RFC,213.57
8/19/2020 21:00,8/19/2020 17:00,MIDATL,66.168
8/19/2020 21:00,8/19/2020 17:00,SOUTH,9.704
8/19/2020 21:00,8/19/2020 17:00,WEST,216.962
8/19/2020 21:00,8/19/2020 17:00,RTO,292.834
8/19/2020 21:00,8/19/2020 17:00,RFC,283.13
8/19/2020 20:00,8/19/2020 16:00,MIDATL,106.857
8/19/2020 20:00,8/19/2020 16:00,SOUTH,38.495
8/19/2020 20:00,8/19/2020 16:00,WEST,285.663
8/19/2020 20:00,8/19/2020 16:00,RTO,431.015
8/19/2020 20:00,8/19/2020 16:00,RFC,392.52
8/19/2020 19:00,8/19/2020 15:00,MIDATL,133.733
8/19/2020 19:00,8/19/2020 15:00,SOUTH,48.42
8/19/2020 19:00,8/19/2020 15:00,WEST,314.063
8/19/2020 19:00,8/19/2020 15:00,RTO,496.216
8/19/2020 19:00,8/19/2020 15:00,RFC,447.796
8/19/2020 18:00,8/19/2020 14:00,MIDATL,113.452
8/19/2020 18:00,8/19/2020 14:00,SOUTH,17.012
8/19/2020 18:00,8/19/2020 14:00,WEST,413.276
8/19/2020 18:00,8/19/2020 14:00,RTO,543.74
8/19/2020 18:00,8/19/2020 14:00,RFC,526.728
8/19/2020 17:00,8/19/2020 13:00,MIDATL,119.554
8/19/2020 17:00,8/19/2020 13:00,SOUTH,11.619
8/19/2020 17:00,8/19/2020 13:00,WEST,418.949
8/19/2020 17:00,8/19/2020 13:00,RTO,550.122
8/19/2020 17:00,8/19/2020 13:00,RFC,538.503
8/19/2020 16:00,8/19/2020 12:00,MIDATL,99.021
8/19/2020 16:00,8/19/2020 12:00,SOUTH,2.384
8/19/2020 16:00,8/19/2020 12:00,WEST,322.809
8/19/2020 16:00,8/19/2020 12:00,RTO,424.214
8/19/2020 16:00,8/19/2020 12:00,RFC,421.83
8/19/2020 15:00,8/19/2020 11:00,MIDATL,96.544
8/19/2020 15:00,8/19/2020 11:00,SOUTH,-1.82
8/19/2020 15:00,8/19/2020 11:00,WEST,246.473
8/19/2020 15:00,8/19/2020 11:00,RTO,341.197
8/19/2020 15:00,8/19/2020 11:00,RFC,343.017
8/19/2020 14:00,8/19/2020 10:00,MIDATL,84.852
8/19/2020 14:00,8/19/2020 10:00,SOUTH,-1.373
8/19/2020 14:00,8/19/2020 10:00,WEST,69.554
8/19/2020 14:00,8/19/2020 10:00,RTO,153.033
8/19/2020 14:00,8/19/2020 10:00,RFC,154.406
8/19/2020 13:00,8/19/2020 9:00,MIDATL,46.034
8/19/2020 13:00,8/19/2020 9:00,SOUTH,5.794
8/19/2020 13:00,8/19/2020 9:00,WEST,160.527
8/19/2020 13:00,8/19/2020 9:00,RTO,212.355
8/19/2020 13:00,8/19/2020 9:00,RFC,206.561
8/19/2020 12:00,8/19/2020 8:00,MIDATL,53.451
8/19/2020 12:00,8/19/2020 8:00,SOUTH,6.429
8/19/2020 12:00,8/19/2020 8:00,WEST,449.016
8/19/2020 12:00,8/19/2020 8:00,RTO,508.896
8/19/2020 12:00,8/19/2020 8:00,RFC,502.467
8/19/2020 11:00,8/19/2020 7:00,MIDATL,78.441
8/19/2020 11:00,8/19/2020 7:00,SOUTH,2.403
8/19/2020 11:00,8/19/2020 7:00,WEST,474.362
8/19/2020 11:00,8/19/2020 7:00,RTO,555.206
8/19/2020 11:00,8/19/2020 7:00,RFC,552.803
8/19/2020 10:00,8/19/2020 6:00,MIDATL,57.298
8/19/2020 10:00,8/19/2020 6:00,SOUTH,-0.225
8/19/2020 10:00,8/19/2020 6:00,WEST,376.659
8/19/2020 10:00,8/19/2020 6:00,RTO,433.732
8/19/2020 10:00,8/19/2020 6:00,RFC,433.957
8/19/2020 9:00,8/19/2020 5:00,MIDATL,56.256
8/19/2020 9:00,8/19/2020 5:00,SOUTH,11.561
8/19/2020 9:00,8/19/2020 5:00,WEST,405.562
8/19/2020 9:00,8/19/2020 5:00,RTO,473.379
8/19/2020 9:00,8/19/2020 5:00,RFC,461.818
8/19/2020 8:00,8/19/2020 4:00,MIDATL,59.431
8/19/2020 8:00,8/19/2020 4:00,SOUTH,9.72
8/19/2020 8:00,8/19/2020 4:00,WEST,512.758
8/19/2020 8:00,8/19/2020 4:00,RTO,581.909
8/19/2020 8:00,8/19/2020 4:00,RFC,572.189
8/19/2020 7:00,8/19/2020 3:00,MIDATL,46.233
8/19/2020 7:00,8/19/2020 3:00,SOUTH,3.196
8/19/2020 7:00,8/19/2020 3:00,WEST,684.094
8/19/2020 7:00,8/19/2020 3:00,RTO,733.523
8/19/2020 7:00,8/19/2020 3:00,RFC,730.327
8/19/2020 6:00,8/19/2020 2:00,MIDATL,50.249
8/19/2020 6:00,8/19/2020 2:00,SOUTH,-0.528
8/19/2020 6:00,8/19/2020 2:00,WEST,795.81
8/19/2020 6:00,8/19/2020 2:00,RTO,845.531
8/19/2020 6:00,8/19/2020 2:00,RFC,846.059
8/19/2020 5:00,8/19/2020 1:00,MIDATL,59.582
8/19/2020 5:00,8/19/2020 1:00,SOUTH,11.474
8/19/2020 5:00,8/19/2020 1:00,WEST,950.595
8/19/2020 5:00,8/19/2020 1:00,RTO,1021.651
8/19/2020 5:00,8/19/2020 1:00,RFC,1010.177
8/19/2020 4:00,8/19/2020 0:00,MIDATL,78.765
8/19/2020 4:00,8/19/2020 0:00,SOUTH,18.95
8/19/2020 4:00,8/19/2020 0:00,WEST,1210.39
8/19/2020 4:00,8/19/2020 0:00,RTO,1308.105
8/19/2020 4:00,8/19/2020 0:00,RFC,1289.155
8/19/2020 3:00,8/18/2020 23:00,MIDATL,100.818
8/19/2020 3:00,8/18/2020 23:00,SOUTH,17.221
8/19/2020 3:00,8/18/2020 23:00,WEST,1524.38
8/19/2020 3:00,8/18/2020 23:00,RTO,1642.419
8/19/2020 3:00,8/18/2020 23:00,RFC,1625.198
8/19/2020 2:00,8/18/2020 22:00,MIDATL,101.098
8/19/2020 2:00,8/18/2020 22:00,SOUTH,11.699
8/19/2020 2:00,8/18/2020 22:00,WEST,1731.067
8/19/2020 2:00,8/18/2020 22:00,RTO,1843.864
8/19/2020 2:00,8/18/2020 22:00,RFC,1832.165
8/19/2020 1:00,8/18/2020 21:00,MIDATL,88.89
8/19/2020 1:00,8/18/2020 21:00,SOUTH,21.226
8/19/2020 1:00,8/18/2020 21:00,WEST,1767.864
8/19/2020 1:00,8/18/2020 21:00,RTO,1877.98
8/19/2020 1:00,8/18/2020 21:00,RFC,1856.754
8/19/2020 0:00,8/18/2020 20:00,MIDATL,57.546
8/19/2020 0:00,8/18/2020 20:00,SOUTH,20.509
8/19/2020 0:00,8/18/2020 20:00,WEST,1504.272
8/19/2020 0:00,8/18/2020 20:00,RTO,1582.327
8/19/2020 0:00,8/18/2020 20:00,RFC,1561.818
8/18/2020 23:00,8/18/2020 19:00,MIDATL,58.621
8/18/2020 23:00,8/18/2020 19:00,SOUTH,18.437
8/18/2020 23:00,8/18/2020 19:00,WEST,1573.553
8/18/2020 23:00,8/18/2020 19:00,RTO,1650.611
8/18/2020 23:00,8/18/2020 19:00,RFC,1632.174
8/18/2020 22:00,8/18/2020 18:00,MIDATL,78.871
8/18/2020 22:00,8/18/2020 18:00,SOUTH,15.299
8/18/2020 22:00,8/18/2020 18:00,WEST,1718.324
8/18/2020 22:00,8/18/2020 18:00,RTO,1812.494
8/18/2020 22:00,8/18/2020 18:00,RFC,1797.195
8/18/2020 21:00,8/18/2020 17:00,MIDATL,109.03
8/18/2020 21:00,8/18/2020 17:00,SOUTH,15.832
8/18/2020 21:00,8/18/2020 17:00,WEST,1463.476
8/18/2020 21:00,8/18/2020 17:00,RTO,1588.338
8/18/2020 21:00,8/18/2020 17:00,RFC,1572.506
8/18/2020 20:00,8/18/2020 16:00,MIDATL,128.632
8/18/2020 20:00,8/18/2020 16:00,SOUTH,24.579
8/18/2020 20:00,8/18/2020 16:00,WEST,1190.24
8/18/2020 20:00,8/18/2020 16:00,RTO,1343.451
8/18/2020 20:00,8/18/2020 16:00,RFC,1318.872
8/18/2020 19:00,8/18/2020 15:00,MIDATL,173.621
8/18/2020 19:00,8/18/2020 15:00,SOUTH,18.792
8/18/2020 19:00,8/18/2020 15:00,WEST,1048.799
8/18/2020 19:00,8/18/2020 15:00,RTO,1241.212
8/18/2020 19:00,8/18/2020 15:00,RFC,1222.42
8/18/2020 18:00,8/18/2020 14:00,MIDATL,192.835
8/18/2020 18:00,8/18/2020 14:00,SOUTH,26.04
8/18/2020 18:00,8/18/2020 14:00,WEST,915.52
8/18/2020 18:00,8/18/2020 14:00,RTO,1134.395
8/18/2020 18:00,8/18/2020 14:00,RFC,1108.355
8/18/2020 17:00,8/18/2020 13:00,MIDATL,207.298
8/18/2020 17:00,8/18/2020 13:00,SOUTH,27.136
8/18/2020 17:00,8/18/2020 13:00,WEST,791.439
8/18/2020 17:00,8/18/2020 13:00,RTO,1025.873
8/18/2020 17:00,8/18/2020 13:00,RFC,998.737
8/18/2020 16:00,8/18/2020 12:00,MIDATL,163.757
8/18/2020 16:00,8/18/2020 12:00,SOUTH,30.972
8/18/2020 16:00,8/18/2020 12:00,WEST,762.561
8/18/2020 16:00,8/18/2020 12:00,RTO,957.29
8/18/2020 16:00,8/18/2020 12:00,RFC,926.318
8/18/2020 15:00,8/18/2020 11:00,MIDATL,105.849
8/18/2020 15:00,8/18/2020 11:00,SOUTH,30.581
8/18/2020 15:00,8/18/2020 11:00,WEST,709.934
8/18/2020 15:00,8/18/2020 11:00,RTO,846.364
8/18/2020 15:00,8/18/2020 11:00,RFC,815.783
8/18/2020 14:00,8/18/2020 10:00,MIDATL,92.716
8/18/2020 14:00,8/18/2020 10:00,SOUTH,23.925
8/18/2020 14:00,8/18/2020 10:00,WEST,612.227
8/18/2020 14:00,8/18/2020 10:00,RTO,728.868
8/18/2020 14:00,8/18/2020 10:00,RFC,704.943
8/18/2020 13:00,8/18/2020 9:00,MIDATL,84.027
8/18/2020 13:00,8/18/2020 9:00,SOUTH,16.428
8/18/2020 13:00,8/18/2020 9:00,WEST,500.922
8/18/2020 13:00,8/18/2020 9:00,RTO,601.377
8/18/2020 13:00,8/18/2020 9:00,RFC,584.949
8/18/2020 12:00,8/18/2020 8:00,MIDATL,89.612
8/18/2020 12:00,8/18/2020 8:00,SOUTH,19.176
8/18/2020 12:00,8/18/2020 8:00,WEST,918.442
8/18/2020 12:00,8/18/2020 8:00,RTO,1027.23
8/18/2020 12:00,8/18/2020 8:00,RFC,1008.054
8/18/2020 11:00,8/18/2020 7:00,MIDATL,119.433
8/18/2020 11:00,8/18/2020 7:00,SOUTH,27.529
8/18/2020 11:00,8/18/2020 7:00,WEST,1217.349
8/18/2020 11:00,8/18/2020 7:00,RTO,1364.311
8/18/2020 11:00,8/18/2020 7:00,RFC,1336.782
8/18/2020 10:00,8/18/2020 6:00,MIDATL,119.264
8/18/2020 10:00,8/18/2020 6:00,SOUTH,15.499
8/18/2020 10:00,8/18/2020 6:00,WEST,1046.275
8/18/2020 10:00,8/18/2020 6:00,RTO,1181.038
8/18/2020 10:00,8/18/2020 6:00,RFC,1165.539
8/18/2020 9:00,8/18/2020 5:00,MIDATL,143.781
8/18/2020 9:00,8/18/2020 5:00,SOUTH,50.251
8/18/2020 9:00,8/18/2020 5:00,WEST,958.159
8/18/2020 9:00,8/18/2020 5:00,RTO,1152.191
8/18/2020 9:00,8/18/2020 5:00,RFC,1101.94
8/18/2020 8:00,8/18/2020 4:00,MIDATL,171.646
8/18/2020 8:00,8/18/2020 4:00,SOUTH,64.703
8/18/2020 8:00,8/18/2020 4:00,WEST,908.146
8/18/2020 8:00,8/18/2020 4:00,RTO,1144.495
8/18/2020 8:00,8/18/2020 4:00,RFC,1079.792
8/18/2020 7:00,8/18/2020 3:00,MIDATL,173.565
8/18/2020 7:00,8/18/2020 3:00,SOUTH,48.819
8/18/2020 7:00,8/18/2020 3:00,WEST,1023.449
8/18/2020 7:00,8/18/2020 3:00,RTO,1245.833
8/18/2020 7:00,8/18/2020 3:00,RFC,1197.014
8/18/2020 6:00,8/18/2020 2:00,MIDATL,156.757
8/18/2020 6:00,8/18/2020 2:00,SOUTH,65.266
8/18/2020 6:00,8/18/2020 2:00,WEST,1057.572
8/18/2020 6:00,8/18/2020 2:00,RTO,1279.595
8/18/2020 6:00,8/18/2020 2:00,RFC,1214.329
8/18/2020 5:00,8/18/2020 1:00,MIDATL,152.405
8/18/2020 5:00,8/18/2020 1:00,SOUTH,77.628
8/18/2020 5:00,8/18/2020 1:00,WEST,1136.08
8/18/2020 5:00,8/18/2020 1:00,RTO,1366.113
8/18/2020 5:00,8/18/2020 1:00,RFC,1288.485
8/18/2020 4:00,8/18/2020 0:00,MIDATL,164.462
8/18/2020 4:00,8/18/2020 0:00,SOUTH,65.782
8/18/2020 4:00,8/18/2020 0:00,WEST,1106.942
8/18/2020 4:00,8/18/2020 0:00,RTO,1337.186
8/18/2020 4:00,8/18/2020 0:00,RFC,1271.404
8/18/2020 3:00,8/17/2020 23:00,MIDATL,154.08
8/18/2020 3:00,8/17/2020 23:00,SOUTH,50.507
8/18/2020 3:00,8/17/2020 23:00,WEST,905.867
8/18/2020 3:00,8/17/2020 23:00,RTO,1110.454
8/18/2020 3:00,8/17/2020 23:00,RFC,1059.947
8/18/2020 2:00,8/17/2020 22:00,MIDATL,192.83
8/18/2020 2:00,8/17/2020 22:00,SOUTH,60.763
8/18/2020 2:00,8/17/2020 22:00,WEST,855.368
8/18/2020 2:00,8/17/2020 22:00,RTO,1108.961
8/18/2020 2:00,8/17/2020 22:00,RFC,1048.198
8/18/2020 1:00,8/17/2020 21:00,MIDATL,149.017
8/18/2020 1:00,8/17/2020 21:00,SOUTH,91.729
8/18/2020 1:00,8/17/2020 21:00,WEST,652.209
8/18/2020 1:00,8/17/2020 21:00,RTO,892.955
8/18/2020 1:00,8/17/2020 21:00,RFC,801.226
8/18/2020 0:00,8/17/2020 20:00,MIDATL,150.506
8/18/2020 0:00,8/17/2020 20:00,SOUTH,84.987
8/18/2020 0:00,8/17/2020 20:00,WEST,658.505
8/18/2020 0:00,8/17/2020 20:00,RTO,893.998
8/18/2020 0:00,8/17/2020 20:00,RFC,809.011
8/17/2020 23:00,8/17/2020 19:00,MIDATL,122.326
8/17/2020 23:00,8/17/2020 19:00,SOUTH,48.825
8/17/2020 23:00,8/17/2020 19:00,WEST,802.035
8/17/2020 23:00,8/17/2020 19:00,RTO,973.186
8/17/2020 23:00,8/17/2020 19:00,RFC,924.361
8/17/2020 22:00,8/17/2020 18:00,MIDATL,119.316
8/17/2020 22:00,8/17/2020 18:00,SOUTH,49.72
8/17/2020 22:00,8/17/2020 18:00,WEST,1034.315
8/17/2020 22:00,8/17/2020 18:00,RTO,1203.351
8/17/2020 22:00,8/17/2020 18:00,RFC,1153.631
8/17/2020 21:00,8/17/2020 17:00,MIDATL,115.99
8/17/2020 21:00,8/17/2020 17:00,SOUTH,59.134
8/17/2020 21:00,8/17/2020 17:00,WEST,1072.446
8/17/2020 21:00,8/17/2020 17:00,RTO,1247.57
8/17/2020 21:00,8/17/2020 17:00,RFC,1188.436
8/17/2020 20:00,8/17/2020 16:00,MIDATL,106.46
8/17/2020 20:00,8/17/2020 16:00,SOUTH,51.303
8/17/2020 20:00,8/17/2020 16:00,WEST,982.915
8/17/2020 20:00,8/17/2020 16:00,RTO,1140.678
8/17/2020 20:00,8/17/2020 16:00,RFC,1089.375
8/17/2020 19:00,8/17/2020 15:00,MIDATL,121.188
8/17/2020 19:00,8/17/2020 15:00,SOUTH,27.389
8/17/2020 19:00,8/17/2020 15:00,WEST,773.563
8/17/2020 19:00,8/17/2020 15:00,RTO,922.14
8/17/2020 19:00,8/17/2020 15:00,RFC,894.751
8/17/2020 18:00,8/17/2020 14:00,MIDATL,129.433
8/17/2020 18:00,8/17/2020 14:00,SOUTH,43.95
8/17/2020 18:00,8/17/2020 14:00,WEST,777.198
8/17/2020 18:00,8/17/2020 14:00,RTO,950.581
8/17/2020 18:00,8/17/2020 14:00,RFC,906.631
8/17/2020 17:00,8/17/2020 13:00,MIDATL,98.275
8/17/2020 17:00,8/17/2020 13:00,SOUTH,48.099
8/17/2020 17:00,8/17/2020 13:00,WEST,717.412
8/17/2020 17:00,8/17/2020 13:00,RTO,863.786
8/17/2020 17:00,8/17/2020 13:00,RFC,815.687
8/17/2020 16:00,8/17/2020 12:00,MIDATL,90.601
8/17/2020 16:00,8/17/2020 12:00,SOUTH,32.079
8/17/2020 16:00,8/17/2020 12:00,WEST,506.616
8/17/2020 16:00,8/17/2020 12:00,RTO,629.296
8/17/2020 16:00,8/17/2020 12:00,RFC,597.217
8/17/2020 15:00,8/17/2020 11:00,MIDATL,80.168
8/17/2020 15:00,8/17/2020 11:00,SOUTH,11.714
8/17/2020 15:00,8/17/2020 11:00,WEST,235.391
8/17/2020 15:00,8/17/2020 11:00,RTO,327.273
8/17/2020 15:00,8/17/2020 11:00,RFC,315.559
8/17/2020 14:00,8/17/2020 10:00,MIDATL,66.39
8/17/2020 14:00,8/17/2020 10:00,SOUTH,16.588
8/17/2020 14:00,8/17/2020 10:00,WEST,127.871
8/17/2020 14:00,8/17/2020 10:00,RTO,210.849
8/17/2020 14:00,8/17/2020 10:00,RFC,194.261
8/17/2020 13:00,8/17/2020 9:00,MIDATL,49.675
8/17/2020 13:00,8/17/2020 9:00,SOUTH,11.699
8/17/2020 13:00,8/17/2020 9:00,WEST,184.094
8/17/2020 13:00,8/17/2020 9:00,RTO,245.468
8/17/2020 13:00,8/17/2020 9:00,RFC,233.769
8/17/2020 12:00,8/17/2020 8:00,MIDATL,63.715
8/17/2020 12:00,8/17/2020 8:00,SOUTH,10.789
8/17/2020 12:00,8/17/2020 8:00,WEST,463.145
8/17/2020 12:00,8/17/2020 8:00,RTO,537.649
8/17/2020 12:00,8/17/2020 8:00,RFC,526.86
8/17/2020 11:00,8/17/2020 7:00,MIDATL,85.845
8/17/2020 11:00,8/17/2020 7:00,SOUTH,15.525
8/17/2020 11:00,8/17/2020 7:00,WEST,612.4
8/17/2020 11:00,8/17/2020 7:00,RTO,713.77
8/17/2020 11:00,8/17/2020 7:00,RFC,698.245
8/17/2020 10:00,8/17/2020 6:00,MIDATL,94.7
8/17/2020 10:00,8/17/2020 6:00,SOUTH,9.318
8/17/2020 10:00,8/17/2020 6:00,WEST,630.549
8/17/2020 10:00,8/17/2020 6:00,RTO,734.567
8/17/2020 10:00,8/17/2020 6:00,RFC,725.249
8/17/2020 9:00,8/17/2020 5:00,MIDATL,92.739
8/17/2020 9:00,8/17/2020 5:00,SOUTH,2.12
8/17/2020 9:00,8/17/2020 5:00,WEST,629.94
8/17/2020 9:00,8/17/2020 5:00,RTO,724.799
8/17/2020 9:00,8/17/2020 5:00,RFC,722.679
8/17/2020 8:00,8/17/2020 4:00,MIDATL,150.522
8/17/2020 8:00,8/17/2020 4:00,SOUTH,3.976
8/17/2020 8:00,8/17/2020 4:00,WEST,895.244
8/17/2020 8:00,8/17/2020 4:00,RTO,1049.742
8/17/2020 8:00,8/17/2020 4:00,RFC,1045.766
8/17/2020 7:00,8/17/2020 3:00,MIDATL,171.021
8/17/2020 7:00,8/17/2020 3:00,SOUTH,0.316
8/17/2020 7:00,8/17/2020 3:00,WEST,1049.141
8/17/2020 7:00,8/17/2020 3:00,RTO,1220.478
8/17/2020 7:00,8/17/2020 3:00,RFC,1220.162
8/17/2020 6:00,8/17/2020 2:00,MIDATL,162.097
8/17/2020 6:00,8/17/2020 2:00,SOUTH,-1.575
8/17/2020 6:00,8/17/2020 2:00,WEST,921.933
8/17/2020 6:00,8/17/2020 2:00,RTO,1082.455
8/17/2020 6:00,8/17/2020 2:00,RFC,1084.03
8/17/2020 5:00,8/17/2020 1:00,MIDATL,166.546
8/17/2020 5:00,8/17/2020 1:00,SOUTH,-0.102
8/17/2020 5:00,8/17/2020 1:00,WEST,1062.853
8/17/2020 5:00,8/17/2020 1:00,RTO,1229.297
8/17/2020 5:00,8/17/2020 1:00,RFC,1229.399
8/17/2020 4:00,8/17/2020 0:00,MIDATL,169.856
8/17/2020 4:00,8/17/2020 0:00,SOUTH,1.721
8/17/2020 4:00,8/17/2020 0:00,WEST,1345.302
8/17/2020 4:00,8/17/2020 0:00,RTO,1516.879
8/17/2020 4:00,8/17/2020 0:00,RFC,1515.158
8/17/2020 3:00,8/16/2020 23:00,MIDATL,164.613
8/17/2020 3:00,8/16/2020 23:00,SOUTH,10.088
8/17/2020 3:00,8/16/2020 23:00,WEST,1449.202
8/17/2020 3:00,8/16/2020 23:00,RTO,1623.903
8/17/2020 3:00,8/16/2020 23:00,RFC,1613.815
8/17/2020 2:00,8/16/2020 22:00,MIDATL,126.318
8/17/2020 2:00,8/16/2020 22:00,SOUTH,6.594
8/17/2020 2:00,8/16/2020 22:00,WEST,1367.235
8/17/2020 2:00,8/16/2020 22:00,RTO,1500.147
8/17/2020 2:00,8/16/2020 22:00,RFC,1493.553
8/17/2020 1:00,8/16/2020 21:00,MIDATL,122.305
8/17/2020 1:00,8/16/2020 21:00,SOUTH,9.206
8/17/2020 1:00,8/16/2020 21:00,WEST,972.816
8/17/2020 1:00,8/16/2020 21:00,RTO,1104.327
8/17/2020 1:00,8/16/2020 21:00,RFC,1095.121
8/17/2020 0:00,8/16/2020 20:00,MIDATL,65.437
8/17/2020 0:00,8/16/2020 20:00,SOUTH,26.306
8/17/2020 0:00,8/16/2020 20:00,WEST,690.49
8/17/2020 0:00,8/16/2020 20:00,RTO,782.233
8/17/2020 0:00,8/16/2020 20:00,RFC,755.927
8/16/2020 23:00,8/16/2020 19:00,MIDATL,29.391
8/16/2020 23:00,8/16/2020 19:00,SOUTH,41.022
8/16/2020 23:00,8/16/2020 19:00,WEST,781.27
8/16/2020 23:00,8/16/2020 19:00,RTO,851.683
8/16/2020 23:00,8/16/2020 19:00,RFC,810.661
8/16/2020 22:00,8/16/2020 18:00,MIDATL,12.566
8/16/2020 22:00,8/16/2020 18:00,SOUTH,49.19
8/16/2020 22:00,8/16/2020 18:00,WEST,1048.169
8/16/2020 22:00,8/16/2020 18:00,RTO,1109.925
8/16/2020 22:00,8/16/2020 18:00,RFC,1060.735
8/16/2020 21:00,8/16/2020 17:00,MIDATL,3.327
8/16/2020 21:00,8/16/2020 17:00,SOUTH,57.995
8/16/2020 21:00,8/16/2020 17:00,WEST,1027.289
8/16/2020 21:00,8/16/2020 17:00,RTO,1088.611
8/16/2020 21:00,8/16/2020 17:00,RFC,1030.616
8/16/2020 20:00,8/16/2020 16:00,MIDATL,1.181
8/16/2020 20:00,8/16/2020 16:00,SOUTH,40.765
8/16/2020 20:00,8/16/2020 16:00,WEST,1059.634
8/16/2020 20:00,8/16/2020 16:00,RTO,1101.58
8/16/2020 20:00,8/16/2020 16:00,RFC,1060.815
8/16/2020 19:00,8/16/2020 15:00,MIDATL,11.44
8/16/2020 19:00,8/16/2020 15:00,SOUTH,32.703
8/16/2020 19:00,8/16/2020 15:00,WEST,917.407
8/16/2020 19:00,8/16/2020 15:00,RTO,961.55
8/16/2020 19:00,8/16/2020 15:00,RFC,928.847
8/16/2020 18:00,8/16/2020 14:00,MIDATL,12.329
8/16/2020 18:00,8/16/2020 14:00,SOUTH,31.25
8/16/2020 18:00,8/16/2020 14:00,WEST,827.298
8/16/2020 18:00,8/16/2020 14:00,RTO,870.877
8/16/2020 18:00,8/16/2020 14:00,RFC,839.627
8/16/2020 17:00,8/16/2020 13:00,MIDATL,20.868
8/16/2020 17:00,8/16/2020 13:00,SOUTH,26.686
8/16/2020 17:00,8/16/2020 13:00,WEST,807.813
8/16/2020 17:00,8/16/2020 13:00,RTO,855.367
8/16/2020 17:00,8/16/2020 13:00,RFC,828.681
8/16/2020 16:00,8/16/2020 12:00,MIDATL,63.859
8/16/2020 16:00,8/16/2020 12:00,SOUTH,20.16
8/16/2020 16:00,8/16/2020 12:00,WEST,913.495
8/16/2020 16:00,8/16/2020 12:00,RTO,997.514
8/16/2020 16:00,8/16/2020 12:00,RFC,977.354
8/16/2020 15:00,8/16/2020 11:00,MIDATL,65.537
8/16/2020 15:00,8/16/2020 11:00,SOUTH,17.457
