datetime_beginning_utc,datetime_beginning_ept,area,wind_generation_mw
9/7/2020 9:00,9/7/2020 5:00,RTO,4962.124
9/7/2020 9:00,9/7/2020 5:00,RFC,4942.086
9/7/2020 8:00,9/7/2020 4:00,MIDATL,509.408
9/7/2020 8:00,9/7/2020 4:00,SOUTH,20.142
9/7/2020 8:00,9/7/2020 4:00,WEST,4792.239
9/7/2020 8:00,9/7/2020 4:00,RTO,5321.789
9/7/2020 8:00,9/7/2020 4:00,RFC,5301.647
9/7/2020 7:00,9/7/2020 3:00,MIDATL,495.649
9/7/2020 7:00,9/7/2020 3:00,SOUTH,16.282
9/7/2020 7:00,9/7/2020 3:00,WEST,5253.05
9/7/2020 7:00,9/7/2020 3:00,RTO,5764.981
9/7/2020 7:00,9/7/2020 3:00,RFC,5748.699
9/7/2020 6:00,9/7/2020 2:00,MIDATL,497.728
9/7/2020 6:00,9/7/2020 2:00,SOUTH,17.024
9/7/2020 6:00,9/7/2020 2:00,WEST,5685.952
9/7/2020 6:00,9/7/2020 2:00,RTO,6200.704
9/7/2020 6:00,9/7/2020 2:00,RFC,6183.68
9/7/2020 5:00,9/7/2020 1:00,MIDATL,417.563
9/7/2020 5:00,9/7/2020 1:00,SOUTH,1.208
9/7/2020 5:00,9/7/2020 1:00,WEST,5916.71
9/7/2020 5:00,9/7/2020 1:00,RTO,6335.481
9/7/2020 5:00,9/7/2020 1:00,RFC,6334.273
9/7/2020 4:00,9/7/2020 0:00,MIDATL,370.749
9/7/2020 4:00,9/7/2020 0:00,SOUTH,0.445
9/7/2020 4:00,9/7/2020 0:00,WEST,6068.901
9/7/2020 4:00,9/7/2020 0:00,RTO,6440.095
9/7/2020 4:00,9/7/2020 0:00,RFC,6439.65
9/7/2020 3:00,9/6/2020 23:00,MIDATL,344.071
9/7/2020 3:00,9/6/2020 23:00,SOUTH,4.038
9/7/2020 3:00,9/6/2020 23:00,WEST,6075.096
9/7/2020 3:00,9/6/2020 23:00,RTO,6423.205
9/7/2020 3:00,9/6/2020 23:00,RFC,6419.167
9/7/2020 2:00,9/6/2020 22:00,MIDATL,281.048
9/7/2020 2:00,9/6/2020 22:00,SOUTH,11.285
9/7/2020 2:00,9/6/2020 22:00,WEST,5888.084
9/7/2020 2:00,9/6/2020 22:00,RTO,6180.417
9/7/2020 2:00,9/6/2020 22:00,RFC,6169.132
9/7/2020 1:00,9/6/2020 21:00,MIDATL,234.062
9/7/2020 1:00,9/6/2020 21:00,SOUTH,10.9
9/7/2020 1:00,9/6/2020 21:00,WEST,5682.965
9/7/2020 1:00,9/6/2020 21:00,RTO,5927.927
9/7/2020 1:00,9/6/2020 21:00,RFC,5917.027
9/7/2020 0:00,9/6/2020 20:00,MIDATL,144.612
9/7/2020 0:00,9/6/2020 20:00,SOUTH,25.133
9/7/2020 0:00,9/6/2020 20:00,WEST,5130.865
9/7/2020 0:00,9/6/2020 20:00,RTO,5300.61
9/7/2020 0:00,9/6/2020 20:00,RFC,5275.477
9/6/2020 23:00,9/6/2020 19:00,MIDATL,85.604
9/6/2020 23:00,9/6/2020 19:00,SOUTH,50.024
9/6/2020 23:00,9/6/2020 19:00,WEST,4951.483
9/6/2020 23:00,9/6/2020 19:00,RTO,5087.111
9/6/2020 23:00,9/6/2020 19:00,RFC,5037.087
9/6/2020 22:00,9/6/2020 18:00,MIDATL,59.613
9/6/2020 22:00,9/6/2020 18:00,SOUTH,50.335
9/6/2020 22:00,9/6/2020 18:00,WEST,4805.939
9/6/2020 22:00,9/6/2020 18:00,RTO,4915.887
9/6/2020 22:00,9/6/2020 18:00,RFC,4865.552
9/6/2020 21:00,9/6/2020 17:00,MIDATL,79.975
9/6/2020 21:00,9/6/2020 17:00,SOUTH,63.066
9/6/2020 21:00,9/6/2020 17:00,WEST,5202.136
9/6/2020 21:00,9/6/2020 17:00,RTO,5345.177
9/6/2020 21:00,9/6/2020 17:00,RFC,5282.111
9/6/2020 20:00,9/6/2020 16:00,MIDATL,94.138
9/6/2020 20:00,9/6/2020 16:00,SOUTH,77.111
9/6/2020 20:00,9/6/2020 16:00,WEST,5617.404
9/6/2020 20:00,9/6/2020 16:00,RTO,5788.653
9/6/2020 20:00,9/6/2020 16:00,RFC,5711.542
9/6/2020 19:00,9/6/2020 15:00,MIDATL,96.106
9/6/2020 19:00,9/6/2020 15:00,SOUTH,69.091
9/6/2020 19:00,9/6/2020 15:00,WEST,5203.454
9/6/2020 19:00,9/6/2020 15:00,RTO,5368.651
9/6/2020 19:00,9/6/2020 15:00,RFC,5299.56
9/6/2020 18:00,9/6/2020 14:00,MIDATL,58.024
9/6/2020 18:00,9/6/2020 14:00,SOUTH,45.533
9/6/2020 18:00,9/6/2020 14:00,WEST,4780.744
9/6/2020 18:00,9/6/2020 14:00,RTO,4884.301
9/6/2020 18:00,9/6/2020 14:00,RFC,4838.768
9/6/2020 17:00,9/6/2020 13:00,MIDATL,34.43
9/6/2020 17:00,9/6/2020 13:00,SOUTH,29.473
9/6/2020 17:00,9/6/2020 13:00,WEST,4166.542
9/6/2020 17:00,9/6/2020 13:00,RTO,4230.445
9/6/2020 17:00,9/6/2020 13:00,RFC,4200.972
9/6/2020 16:00,9/6/2020 12:00,MIDATL,25.514
9/6/2020 16:00,9/6/2020 12:00,SOUTH,17.993
9/6/2020 16:00,9/6/2020 12:00,WEST,3213.839
9/6/2020 16:00,9/6/2020 12:00,RTO,3257.346
9/6/2020 16:00,9/6/2020 12:00,RFC,3239.353
9/6/2020 15:00,9/6/2020 11:00,MIDATL,59.682
9/6/2020 15:00,9/6/2020 11:00,SOUTH,35.335
9/6/2020 15:00,9/6/2020 11:00,WEST,2291.144
9/6/2020 15:00,9/6/2020 11:00,RTO,2386.161
9/6/2020 15:00,9/6/2020 11:00,RFC,2350.826
9/6/2020 14:00,9/6/2020 10:00,MIDATL,128.156
9/6/2020 14:00,9/6/2020 10:00,SOUTH,64.565
9/6/2020 14:00,9/6/2020 10:00,WEST,1569.609
9/6/2020 14:00,9/6/2020 10:00,RTO,1762.33
9/6/2020 14:00,9/6/2020 10:00,RFC,1697.765
9/6/2020 13:00,9/6/2020 9:00,MIDATL,136.4
9/6/2020 13:00,9/6/2020 9:00,SOUTH,53.381
9/6/2020 13:00,9/6/2020 9:00,WEST,1546.528
9/6/2020 13:00,9/6/2020 9:00,RTO,1736.309
9/6/2020 13:00,9/6/2020 9:00,RFC,1682.928
9/6/2020 12:00,9/6/2020 8:00,MIDATL,110.231
9/6/2020 12:00,9/6/2020 8:00,SOUTH,51.877
9/6/2020 12:00,9/6/2020 8:00,WEST,2134.66
9/6/2020 12:00,9/6/2020 8:00,RTO,2296.768
9/6/2020 12:00,9/6/2020 8:00,RFC,2244.891
9/6/2020 11:00,9/6/2020 7:00,MIDATL,211.666
9/6/2020 11:00,9/6/2020 7:00,SOUTH,84.304
9/6/2020 11:00,9/6/2020 7:00,WEST,2397.405
9/6/2020 11:00,9/6/2020 7:00,RTO,2693.375
9/6/2020 11:00,9/6/2020 7:00,RFC,2609.071
9/6/2020 10:00,9/6/2020 6:00,MIDATL,357.061
9/6/2020 10:00,9/6/2020 6:00,SOUTH,81.899
9/6/2020 10:00,9/6/2020 6:00,WEST,2886.405
9/6/2020 10:00,9/6/2020 6:00,RTO,3325.365
9/6/2020 10:00,9/6/2020 6:00,RFC,3243.466
9/6/2020 9:00,9/6/2020 5:00,MIDATL,425.414
9/6/2020 9:00,9/6/2020 5:00,SOUTH,91.427
9/6/2020 9:00,9/6/2020 5:00,WEST,3364.519
9/6/2020 9:00,9/6/2020 5:00,RTO,3881.36
9/6/2020 9:00,9/6/2020 5:00,RFC,3789.933
9/6/2020 8:00,9/6/2020 4:00,MIDATL,434.52
9/6/2020 8:00,9/6/2020 4:00,SOUTH,84.41
9/6/2020 8:00,9/6/2020 4:00,WEST,3868.637
9/6/2020 8:00,9/6/2020 4:00,RTO,4387.567
9/6/2020 8:00,9/6/2020 4:00,RFC,4303.157
9/6/2020 7:00,9/6/2020 3:00,MIDATL,429.128
9/6/2020 7:00,9/6/2020 3:00,SOUTH,74.512
9/6/2020 7:00,9/6/2020 3:00,WEST,4074.289
9/6/2020 7:00,9/6/2020 3:00,RTO,4577.929
9/6/2020 7:00,9/6/2020 3:00,RFC,4503.417
9/6/2020 6:00,9/6/2020 2:00,MIDATL,433.94
9/6/2020 6:00,9/6/2020 2:00,SOUTH,91.478
9/6/2020 6:00,9/6/2020 2:00,WEST,3383.093
9/6/2020 6:00,9/6/2020 2:00,RTO,3908.511
9/6/2020 6:00,9/6/2020 2:00,RFC,3817.033
9/6/2020 5:00,9/6/2020 1:00,MIDATL,457.111
9/6/2020 5:00,9/6/2020 1:00,SOUTH,76.154
9/6/2020 5:00,9/6/2020 1:00,WEST,2274.646
9/6/2020 5:00,9/6/2020 1:00,RTO,2807.911
9/6/2020 5:00,9/6/2020 1:00,RFC,2731.757
9/6/2020 4:00,9/6/2020 0:00,MIDATL,484.879
9/6/2020 4:00,9/6/2020 0:00,SOUTH,66.666
9/6/2020 4:00,9/6/2020 0:00,WEST,1449.429
9/6/2020 4:00,9/6/2020 0:00,RTO,2000.974
9/6/2020 4:00,9/6/2020 0:00,RFC,1934.308
9/6/2020 3:00,9/5/2020 23:00,MIDATL,450.472
9/6/2020 3:00,9/5/2020 23:00,SOUTH,69.008
9/6/2020 3:00,9/5/2020 23:00,WEST,994.07
9/6/2020 3:00,9/5/2020 23:00,RTO,1513.55
9/6/2020 3:00,9/5/2020 23:00,RFC,1444.542
9/6/2020 2:00,9/5/2020 22:00,MIDATL,328.01
9/6/2020 2:00,9/5/2020 22:00,SOUTH,75.979
9/6/2020 2:00,9/5/2020 22:00,WEST,983.953
9/6/2020 2:00,9/5/2020 22:00,RTO,1387.942
9/6/2020 2:00,9/5/2020 22:00,RFC,1311.963
9/6/2020 1:00,9/5/2020 21:00,MIDATL,213.053
9/6/2020 1:00,9/5/2020 21:00,SOUTH,83.387
9/6/2020 1:00,9/5/2020 21:00,WEST,1024.763
9/6/2020 1:00,9/5/2020 21:00,RTO,1321.203
9/6/2020 1:00,9/5/2020 21:00,RFC,1237.816
9/6/2020 0:00,9/5/2020 20:00,MIDATL,164.887
9/6/2020 0:00,9/5/2020 20:00,SOUTH,54.939
9/6/2020 0:00,9/5/2020 20:00,WEST,1131.13
9/6/2020 0:00,9/5/2020 20:00,RTO,1350.956
9/6/2020 0:00,9/5/2020 20:00,RFC,1296.017
9/5/2020 23:00,9/5/2020 19:00,MIDATL,85.22
9/5/2020 23:00,9/5/2020 19:00,SOUTH,26.821
9/5/2020 23:00,9/5/2020 19:00,WEST,1214.127
9/5/2020 23:00,9/5/2020 19:00,RTO,1326.168
9/5/2020 23:00,9/5/2020 19:00,RFC,1299.347
9/5/2020 22:00,9/5/2020 18:00,MIDATL,88.485
9/5/2020 22:00,9/5/2020 18:00,SOUTH,26.552
9/5/2020 22:00,9/5/2020 18:00,WEST,1924.771
9/5/2020 22:00,9/5/2020 18:00,RTO,2039.808
9/5/2020 22:00,9/5/2020 18:00,RFC,2013.256
9/5/2020 21:00,9/5/2020 17:00,MIDATL,108.333
9/5/2020 21:00,9/5/2020 17:00,SOUTH,33.083
9/5/2020 21:00,9/5/2020 17:00,WEST,2559.262
9/5/2020 21:00,9/5/2020 17:00,RTO,2700.678
9/5/2020 21:00,9/5/2020 17:00,RFC,2667.595
9/5/2020 20:00,9/5/2020 16:00,MIDATL,151.059
9/5/2020 20:00,9/5/2020 16:00,SOUTH,37.961
9/5/2020 20:00,9/5/2020 16:00,WEST,3049.626
9/5/2020 20:00,9/5/2020 16:00,RTO,3238.646
9/5/2020 20:00,9/5/2020 16:00,RFC,3200.685
9/5/2020 19:00,9/5/2020 15:00,MIDATL,206.396
9/5/2020 19:00,9/5/2020 15:00,SOUTH,63.095
9/5/2020 19:00,9/5/2020 15:00,WEST,3608.802
9/5/2020 19:00,9/5/2020 15:00,RTO,3878.293
9/5/2020 19:00,9/5/2020 15:00,RFC,3815.198
9/5/2020 18:00,9/5/2020 14:00,MIDATL,257.163
9/5/2020 18:00,9/5/2020 14:00,SOUTH,93.838
9/5/2020 18:00,9/5/2020 14:00,WEST,3977.005
9/5/2020 18:00,9/5/2020 14:00,RTO,4328.006
9/5/2020 18:00,9/5/2020 14:00,RFC,4234.168
9/5/2020 17:00,9/5/2020 13:00,MIDATL,235.883
9/5/2020 17:00,9/5/2020 13:00,SOUTH,126.09
9/5/2020 17:00,9/5/2020 13:00,WEST,4222.456
9/5/2020 17:00,9/5/2020 13:00,RTO,4584.429
9/5/2020 17:00,9/5/2020 13:00,RFC,4458.339
9/5/2020 16:00,9/5/2020 12:00,MIDATL,176.786
9/5/2020 16:00,9/5/2020 12:00,SOUTH,135.702
9/5/2020 16:00,9/5/2020 12:00,WEST,4326.086
9/5/2020 16:00,9/5/2020 12:00,RTO,4638.574
9/5/2020 16:00,9/5/2020 12:00,RFC,4502.872
9/5/2020 15:00,9/5/2020 11:00,MIDATL,166.262
9/5/2020 15:00,9/5/2020 11:00,SOUTH,136.132
9/5/2020 15:00,9/5/2020 11:00,WEST,3434.386
9/5/2020 15:00,9/5/2020 11:00,RTO,3736.78
9/5/2020 15:00,9/5/2020 11:00,RFC,3600.648
9/5/2020 14:00,9/5/2020 10:00,MIDATL,75.621
9/5/2020 14:00,9/5/2020 10:00,SOUTH,146.618
9/5/2020 14:00,9/5/2020 10:00,WEST,2871.532
9/5/2020 14:00,9/5/2020 10:00,RTO,3093.771
9/5/2020 14:00,9/5/2020 10:00,RFC,2947.153
9/5/2020 13:00,9/5/2020 9:00,MIDATL,73.338
9/5/2020 13:00,9/5/2020 9:00,SOUTH,85.207
9/5/2020 13:00,9/5/2020 9:00,WEST,3271.249
9/5/2020 13:00,9/5/2020 9:00,RTO,3429.794
9/5/2020 13:00,9/5/2020 9:00,RFC,3344.587
9/5/2020 12:00,9/5/2020 8:00,MIDATL,181.94
9/5/2020 12:00,9/5/2020 8:00,SOUTH,57.559
9/5/2020 12:00,9/5/2020 8:00,WEST,4492.996
9/5/2020 12:00,9/5/2020 8:00,RTO,4732.495
9/5/2020 12:00,9/5/2020 8:00,RFC,4674.936
9/5/2020 11:00,9/5/2020 7:00,MIDATL,224.815
9/5/2020 11:00,9/5/2020 7:00,SOUTH,82.222
9/5/2020 11:00,9/5/2020 7:00,WEST,4980.137
9/5/2020 11:00,9/5/2020 7:00,RTO,5287.174
9/5/2020 11:00,9/5/2020 7:00,RFC,5204.952
9/5/2020 10:00,9/5/2020 6:00,MIDATL,179.059
9/5/2020 10:00,9/5/2020 6:00,SOUTH,81.405
9/5/2020 10:00,9/5/2020 6:00,WEST,5069.78
9/5/2020 10:00,9/5/2020 6:00,RTO,5330.244
9/5/2020 10:00,9/5/2020 6:00,RFC,5248.839
9/5/2020 9:00,9/5/2020 5:00,MIDATL,125.525
9/5/2020 9:00,9/5/2020 5:00,SOUTH,86.378
9/5/2020 9:00,9/5/2020 5:00,WEST,5065.146
9/5/2020 9:00,9/5/2020 5:00,RTO,5277.049
9/5/2020 9:00,9/5/2020 5:00,RFC,5190.671
9/5/2020 8:00,9/5/2020 4:00,MIDATL,119.78
9/5/2020 8:00,9/5/2020 4:00,SOUTH,83.692
9/5/2020 8:00,9/5/2020 4:00,WEST,4973.135
9/5/2020 8:00,9/5/2020 4:00,RTO,5176.607
9/5/2020 8:00,9/5/2020 4:00,RFC,5092.915
9/5/2020 7:00,9/5/2020 3:00,MIDATL,120.57
9/5/2020 7:00,9/5/2020 3:00,SOUTH,87.964
9/5/2020 7:00,9/5/2020 3:00,WEST,4582.588
9/5/2020 7:00,9/5/2020 3:00,RTO,4791.122
9/5/2020 7:00,9/5/2020 3:00,RFC,4703.158
9/5/2020 6:00,9/5/2020 2:00,MIDATL,165.116
9/5/2020 6:00,9/5/2020 2:00,SOUTH,6.319
9/5/2020 6:00,9/5/2020 2:00,WEST,4349.21
9/5/2020 6:00,9/5/2020 2:00,RTO,4520.645
9/5/2020 6:00,9/5/2020 2:00,RFC,4514.326
9/5/2020 5:00,9/5/2020 1:00,MIDATL,234.649
9/5/2020 5:00,9/5/2020 1:00,SOUTH,6.331
9/5/2020 5:00,9/5/2020 1:00,WEST,3662.04
9/5/2020 5:00,9/5/2020 1:00,RTO,3903.02
9/5/2020 5:00,9/5/2020 1:00,RFC,3896.689
9/5/2020 4:00,9/5/2020 0:00,MIDATL,286.289
9/5/2020 4:00,9/5/2020 0:00,SOUTH,48.838
9/5/2020 4:00,9/5/2020 0:00,WEST,2885.205
9/5/2020 4:00,9/5/2020 0:00,RTO,3220.332
9/5/2020 4:00,9/5/2020 0:00,RFC,3171.494
9/5/2020 3:00,9/4/2020 23:00,MIDATL,305.443
9/5/2020 3:00,9/4/2020 23:00,SOUTH,83.507
9/5/2020 3:00,9/4/2020 23:00,WEST,2129.604
9/5/2020 3:00,9/4/2020 23:00,RTO,2518.554
9/5/2020 3:00,9/4/2020 23:00,RFC,2435.047
9/5/2020 2:00,9/4/2020 22:00,MIDATL,298.459
9/5/2020 2:00,9/4/2020 22:00,SOUTH,69.397
9/5/2020 2:00,9/4/2020 22:00,WEST,1493.63
9/5/2020 2:00,9/4/2020 22:00,RTO,1861.486
9/5/2020 2:00,9/4/2020 22:00,RFC,1792.089
9/5/2020 1:00,9/4/2020 21:00,MIDATL,271.899
9/5/2020 1:00,9/4/2020 21:00,SOUTH,63.569
9/5/2020 1:00,9/4/2020 21:00,WEST,1049.289
9/5/2020 1:00,9/4/2020 21:00,RTO,1384.757
9/5/2020 1:00,9/4/2020 21:00,RFC,1321.188
9/5/2020 0:00,9/4/2020 20:00,MIDATL,285.555
9/5/2020 0:00,9/4/2020 20:00,SOUTH,70.034
9/5/2020 0:00,9/4/2020 20:00,WEST,1039.771
9/5/2020 0:00,9/4/2020 20:00,RTO,1395.36
9/5/2020 0:00,9/4/2020 20:00,RFC,1325.326
9/4/2020 23:00,9/4/2020 19:00,MIDATL,250.767
9/4/2020 23:00,9/4/2020 19:00,SOUTH,64.667
9/4/2020 23:00,9/4/2020 19:00,WEST,1272.47
9/4/2020 23:00,9/4/2020 19:00,RTO,1587.904
9/4/2020 23:00,9/4/2020 19:00,RFC,1523.237
9/4/2020 22:00,9/4/2020 18:00,MIDATL,233.081
9/4/2020 22:00,9/4/2020 18:00,SOUTH,56.133
9/4/2020 22:00,9/4/2020 18:00,WEST,1826.742
9/4/2020 22:00,9/4/2020 18:00,RTO,2115.956
9/4/2020 22:00,9/4/2020 18:00,RFC,2059.823
9/4/2020 21:00,9/4/2020 17:00,MIDATL,242.262
9/4/2020 21:00,9/4/2020 17:00,SOUTH,40.995
9/4/2020 21:00,9/4/2020 17:00,WEST,2187.208
9/4/2020 21:00,9/4/2020 17:00,RTO,2470.465
9/4/2020 21:00,9/4/2020 17:00,RFC,2429.47
9/4/2020 20:00,9/4/2020 16:00,MIDATL,250.889
9/4/2020 20:00,9/4/2020 16:00,SOUTH,41.853
9/4/2020 20:00,9/4/2020 16:00,WEST,2536.649
9/4/2020 20:00,9/4/2020 16:00,RTO,2829.391
9/4/2020 20:00,9/4/2020 16:00,RFC,2787.538
9/4/2020 19:00,9/4/2020 15:00,MIDATL,260.024
9/4/2020 19:00,9/4/2020 15:00,SOUTH,42.391
9/4/2020 19:00,9/4/2020 15:00,WEST,2548.637
9/4/2020 19:00,9/4/2020 15:00,RTO,2851.052
9/4/2020 19:00,9/4/2020 15:00,RFC,2808.661
9/4/2020 18:00,9/4/2020 14:00,MIDATL,277.83
9/4/2020 18:00,9/4/2020 14:00,SOUTH,56.338
9/4/2020 18:00,9/4/2020 14:00,WEST,2203.791
9/4/2020 18:00,9/4/2020 14:00,RTO,2537.959
9/4/2020 18:00,9/4/2020 14:00,RFC,2481.621
9/4/2020 17:00,9/4/2020 13:00,MIDATL,224.183
9/4/2020 17:00,9/4/2020 13:00,SOUTH,38.187
9/4/2020 17:00,9/4/2020 13:00,WEST,1744.008
9/4/2020 17:00,9/4/2020 13:00,RTO,2006.378
9/4/2020 17:00,9/4/2020 13:00,RFC,1968.191
9/4/2020 16:00,9/4/2020 12:00,MIDATL,149.398
9/4/2020 16:00,9/4/2020 12:00,SOUTH,29.075
9/4/2020 16:00,9/4/2020 12:00,WEST,1122.547
9/4/2020 16:00,9/4/2020 12:00,RTO,1301.02
9/4/2020 16:00,9/4/2020 12:00,RFC,1271.945
9/4/2020 15:00,9/4/2020 11:00,MIDATL,102.43
9/4/2020 15:00,9/4/2020 11:00,SOUTH,40.837
9/4/2020 15:00,9/4/2020 11:00,WEST,494.236
9/4/2020 15:00,9/4/2020 11:00,RTO,637.503
9/4/2020 15:00,9/4/2020 11:00,RFC,596.666
9/4/2020 14:00,9/4/2020 10:00,MIDATL,93.755
9/4/2020 14:00,9/4/2020 10:00,SOUTH,44.294
9/4/2020 14:00,9/4/2020 10:00,WEST,272.389
9/4/2020 14:00,9/4/2020 10:00,RTO,410.438
9/4/2020 14:00,9/4/2020 10:00,RFC,366.144
9/4/2020 13:00,9/4/2020 9:00,MIDATL,93.935
9/4/2020 13:00,9/4/2020 9:00,SOUTH,41.371
9/4/2020 13:00,9/4/2020 9:00,WEST,481.963
9/4/2020 13:00,9/4/2020 9:00,RTO,617.269
9/4/2020 13:00,9/4/2020 9:00,RFC,575.898
9/4/2020 12:00,9/4/2020 8:00,MIDATL,138.134
9/4/2020 12:00,9/4/2020 8:00,SOUTH,54.002
9/4/2020 12:00,9/4/2020 8:00,WEST,783.252
9/4/2020 12:00,9/4/2020 8:00,RTO,975.388
9/4/2020 12:00,9/4/2020 8:00,RFC,921.386
9/4/2020 11:00,9/4/2020 7:00,MIDATL,231.7
9/4/2020 11:00,9/4/2020 7:00,SOUTH,98.146
9/4/2020 11:00,9/4/2020 7:00,WEST,953.799
9/4/2020 11:00,9/4/2020 7:00,RTO,1283.645
9/4/2020 11:00,9/4/2020 7:00,RFC,1185.499
9/4/2020 10:00,9/4/2020 6:00,MIDATL,248.466
9/4/2020 10:00,9/4/2020 6:00,SOUTH,93.692
9/4/2020 10:00,9/4/2020 6:00,WEST,1174.608
9/4/2020 10:00,9/4/2020 6:00,RTO,1516.766
9/4/2020 10:00,9/4/2020 6:00,RFC,1423.074
9/4/2020 9:00,9/4/2020 5:00,MIDATL,292.937
9/4/2020 9:00,9/4/2020 5:00,SOUTH,92.231
9/4/2020 9:00,9/4/2020 5:00,WEST,1552.14
9/4/2020 9:00,9/4/2020 5:00,RTO,1937.308
9/4/2020 9:00,9/4/2020 5:00,RFC,1845.077
9/4/2020 8:00,9/4/2020 4:00,MIDATL,388.562
9/4/2020 8:00,9/4/2020 4:00,SOUTH,110.053
9/4/2020 8:00,9/4/2020 4:00,WEST,2045.021
9/4/2020 8:00,9/4/2020 4:00,RTO,2543.636
9/4/2020 8:00,9/4/2020 4:00,RFC,2433.583
9/4/2020 7:00,9/4/2020 3:00,MIDATL,502.438
9/4/2020 7:00,9/4/2020 3:00,SOUTH,105.489
9/4/2020 7:00,9/4/2020 3:00,WEST,2695.072
9/4/2020 7:00,9/4/2020 3:00,RTO,3302.999
9/4/2020 7:00,9/4/2020 3:00,RFC,3197.51
9/4/2020 6:00,9/4/2020 2:00,MIDATL,602.008
9/4/2020 6:00,9/4/2020 2:00,SOUTH,198.697
9/4/2020 6:00,9/4/2020 2:00,WEST,3338.188
9/4/2020 6:00,9/4/2020 2:00,RTO,4138.893
9/4/2020 6:00,9/4/2020 2:00,RFC,3940.196
9/4/2020 5:00,9/4/2020 1:00,MIDATL,684.959
9/4/2020 5:00,9/4/2020 1:00,SOUTH,174.221
9/4/2020 5:00,9/4/2020 1:00,WEST,3985.065
9/4/2020 5:00,9/4/2020 1:00,RTO,4844.245
9/4/2020 5:00,9/4/2020 1:00,RFC,4670.024
9/4/2020 4:00,9/4/2020 0:00,MIDATL,661.333
9/4/2020 4:00,9/4/2020 0:00,SOUTH,199.554
9/4/2020 4:00,9/4/2020 0:00,WEST,4383.423
9/4/2020 4:00,9/4/2020 0:00,RTO,5244.31
9/4/2020 4:00,9/4/2020 0:00,RFC,5044.756
9/4/2020 3:00,9/3/2020 23:00,MIDATL,618.496
9/4/2020 3:00,9/3/2020 23:00,SOUTH,206.227
9/4/2020 3:00,9/3/2020 23:00,WEST,4525.745
9/4/2020 3:00,9/3/2020 23:00,RTO,5350.468
9/4/2020 3:00,9/3/2020 23:00,RFC,5144.241
9/4/2020 2:00,9/3/2020 22:00,MIDATL,497.899
9/4/2020 2:00,9/3/2020 22:00,SOUTH,157.769
9/4/2020 2:00,9/3/2020 22:00,WEST,4697.88
9/4/2020 2:00,9/3/2020 22:00,RTO,5353.548
9/4/2020 2:00,9/3/2020 22:00,RFC,5195.779
9/4/2020 1:00,9/3/2020 21:00,MIDATL,336.874
9/4/2020 1:00,9/3/2020 21:00,SOUTH,174.91
9/4/2020 1:00,9/3/2020 21:00,WEST,4669.013
9/4/2020 1:00,9/3/2020 21:00,RTO,5180.797
9/4/2020 1:00,9/3/2020 21:00,RFC,5005.887
9/4/2020 0:00,9/3/2020 20:00,MIDATL,247.005
9/4/2020 0:00,9/3/2020 20:00,SOUTH,151.506
9/4/2020 0:00,9/3/2020 20:00,WEST,4488.839
9/4/2020 0:00,9/3/2020 20:00,RTO,4887.35
9/4/2020 0:00,9/3/2020 20:00,RFC,4735.844
9/3/2020 23:00,9/3/2020 19:00,MIDATL,182.176
9/3/2020 23:00,9/3/2020 19:00,SOUTH,119.194
9/3/2020 23:00,9/3/2020 19:00,WEST,4580.206
9/3/2020 23:00,9/3/2020 19:00,RTO,4881.576
9/3/2020 23:00,9/3/2020 19:00,RFC,4762.382
9/3/2020 22:00,9/3/2020 18:00,MIDATL,109
9/3/2020 22:00,9/3/2020 18:00,SOUTH,63.332
9/3/2020 22:00,9/3/2020 18:00,WEST,4991.459
9/3/2020 22:00,9/3/2020 18:00,RTO,5163.791
9/3/2020 22:00,9/3/2020 18:00,RFC,5100.459
9/3/2020 21:00,9/3/2020 17:00,MIDATL,122.029
9/3/2020 21:00,9/3/2020 17:00,SOUTH,72.72
9/3/2020 21:00,9/3/2020 17:00,WEST,5320.665
9/3/2020 21:00,9/3/2020 17:00,RTO,5515.414
9/3/2020 21:00,9/3/2020 17:00,RFC,5442.694
9/3/2020 20:00,9/3/2020 16:00,MIDATL,139.078
9/3/2020 20:00,9/3/2020 16:00,SOUTH,67.283
9/3/2020 20:00,9/3/2020 16:00,WEST,5682.347
9/3/2020 20:00,9/3/2020 16:00,RTO,5888.708
9/3/2020 20:00,9/3/2020 16:00,RFC,5821.425
9/3/2020 19:00,9/3/2020 15:00,MIDATL,114.999
9/3/2020 19:00,9/3/2020 15:00,SOUTH,55.775
9/3/2020 19:00,9/3/2020 15:00,WEST,5663.098
9/3/2020 19:00,9/3/2020 15:00,RTO,5833.872
9/3/2020 19:00,9/3/2020 15:00,RFC,5778.097
9/3/2020 18:00,9/3/2020 14:00,MIDATL,130.78
9/3/2020 18:00,9/3/2020 14:00,SOUTH,66.367
9/3/2020 18:00,9/3/2020 14:00,WEST,5132.326
9/3/2020 18:00,9/3/2020 14:00,RTO,5329.473
9/3/2020 18:00,9/3/2020 14:00,RFC,5263.106
9/3/2020 17:00,9/3/2020 13:00,MIDATL,121.297
9/3/2020 17:00,9/3/2020 13:00,SOUTH,54.855
9/3/2020 17:00,9/3/2020 13:00,WEST,4424.568
9/3/2020 17:00,9/3/2020 13:00,RTO,4600.72
9/3/2020 17:00,9/3/2020 13:00,RFC,4545.865
9/3/2020 16:00,9/3/2020 12:00,MIDATL,78.957
9/3/2020 16:00,9/3/2020 12:00,SOUTH,30.242
9/3/2020 16:00,9/3/2020 12:00,WEST,3627.986
