voltage_kv,datetime,pnode_id,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,row_is_current,version_nbr,solar_generation_mw,mw,fuel_percentage_of_total,is_renewable
34.0,2020-07-01 00:00:00,4537668.6875,15.650000000000004,15.806874999999998,0.0,0.15437499999999998,1.0,1.0,-1.153,21.899999999999995,0.0,1.0
34.0,2020-07-01 01:00:00,4537668.6875,15.240000000000004,15.378750000000002,0.0,0.13625000000000004,1.0,1.0,-1.157,21.899999999999995,0.0,1.0
34.0,2020-07-01 02:00:00,4537668.6875,14.430000000000005,14.587500000000002,0.030000000000000013,0.12875000000000003,1.0,1.0,-1.19,21.899999999999995,0.0,1.0
34.0,2020-07-01 03:00:00,4537668.6875,13.659999999999998,13.779999999999996,0.0,0.12000000000000002,1.0,1.0,-1.1720000000000002,21.899999999999995,0.0,1.0
34.0,2020-07-01 04:00:00,4537668.6875,13.44,13.559999999999997,0.0,0.11750000000000002,1.0,1.0,-1.18,21.899999999999995,0.0,1.0
34.0,2020-07-01 05:00:00,4537668.6875,14.699999999999996,14.830625000000001,0.024375000000000008,0.11062500000000001,1.0,1.0,0.5309999999999999,21.899999999999995,0.0,1.0
34.0,2020-07-01 06:00:00,4537668.6875,15.849999999999996,15.959374999999998,-0.01,0.11750000000000002,1.0,1.0,28.853000000000005,27.699999999999992,0.0,1.0
34.0,2020-07-01 07:00:00,4537668.6875,17.509999999999998,17.558750000000003,-0.05000000000000001,0.09375000000000001,1.0,1.0,105.31199999999995,244.59999999999994,0.0,1.0
34.0,2020-07-01 08:00:00,4537668.6875,20.0,20.051875000000003,-0.020624999999999994,0.06999999999999999,1.0,1.0,197.43899999999996,686.1000000000003,0.01,1.0
34.0,2020-07-01 09:00:00,4537668.6875,20.550000000000004,20.610625000000002,6.071532165918825e-18,0.058124999999999996,1.0,1.0,347.0919999999999,1015.6000000000003,0.01,1.0
34.0,2020-07-01 10:00:00,4537668.6875,24.740000000000006,25.54625,0.7006249999999999,0.10562500000000001,1.0,1.0,423.70299999999986,1215.5,0.01,1.0
34.0,2020-07-01 11:00:00,4537668.6875,25.519999999999996,24.916250000000005,-0.7537500000000001,0.151875,1.0,1.0,464.59199999999987,1263.7000000000003,0.01,1.0
34.0,2020-07-01 12:00:00,4537668.6875,33.77999999999999,32.760625,-1.356875,0.3375000000000001,1.0,1.0,407.07899999999995,1189.9,0.01,1.0
34.0,2020-07-01 13:00:00,4537668.6875,25.480000000000004,26.254375,0.49124999999999996,0.29000000000000004,1.0,1.0,396.7669999999999,1192.0,0.01,1.0
34.0,2020-07-01 14:00:00,4537668.6875,26.449999999999992,26.218124999999997,-0.5587499999999999,0.32749999999999996,1.0,1.0,350.021,1061.5,0.01,1.0
34.0,2020-07-01 15:00:00,4537668.6875,26.319999999999997,26.21999999999999,-0.48249999999999993,0.38250000000000006,1.0,1.0,404.10099999999994,978.5,0.01,1.0
34.0,2020-07-01 16:00:00,4537668.6875,26.81,25.411250000000003,-1.7506250000000005,0.35187500000000005,1.0,1.0,382.49600000000004,817.3999999999997,0.01,1.0
34.0,2020-07-01 17:00:00,4537668.6875,30.12,25.042500000000004,-5.394375000000001,0.31437499999999996,1.0,1.0,305.47400000000005,781.2999999999998,0.01,1.0
34.0,2020-07-01 18:00:00,4537668.6875,26.009999999999994,24.604999999999993,-1.6112499999999996,0.20312499999999997,1.0,1.0,171.727,444.3000000000001,0.0,1.0
34.0,2020-07-01 19:00:00,4537668.6875,23.87,22.715625000000003,-1.30125,0.14937500000000004,1.0,1.0,48.149,139.79999999999998,0.0,1.0
34.0,2020-07-01 20:00:00,4537668.6875,20.13,19.918750000000003,-0.35000000000000003,0.13812500000000005,1.0,1.0,2.5439999999999996,22.899999999999995,0.0,1.0
34.0,2020-07-01 21:00:00,4537668.6875,20.279999999999994,20.465625000000006,-0.05000000000000001,0.23374999999999999,1.0,1.0,0.31700000000000006,24.800000000000008,0.0,1.0
34.0,2020-07-01 22:00:00,4537668.6875,19.069999999999997,20.398749999999996,1.200625,0.12812500000000004,1.0,1.0,0.30900000000000005,22.899999999999995,0.0,1.0
34.0,2020-07-01 23:00:00,4537668.6875,15.979999999999997,17.038749999999997,0.9193749999999998,0.13937500000000005,1.0,1.0,0.38400000000000006,22.899999999999995,0.0,1.0
34.0,2020-07-02 00:00:00,4537668.6875,13.94,14.067499999999999,0.0,0.12750000000000003,1.0,1.0,0.139,22.899999999999995,0.0,1.0
34.0,2020-07-02 01:00:00,4537668.6875,12.680000000000003,12.784375,0.0,0.10437500000000002,1.0,1.0,0.16,22.899999999999995,0.0,1.0
34.0,2020-07-02 02:00:00,4537668.6875,12.229999999999999,12.314375,0.0,0.08437500000000003,1.0,1.0,0.153,24.899999999999995,0.0,1.0
34.0,2020-07-02 03:00:00,4537668.6875,11.340000000000002,11.40375,0.0,0.06687500000000002,1.0,1.0,0.15099999999999997,22.899999999999995,0.0,1.0
34.0,2020-07-02 04:00:00,4537668.6875,11.199999999999998,11.261249999999999,0.0,0.06375000000000001,1.0,1.0,0.12800000000000006,23.0,0.0,1.0
34.0,2020-07-02 05:00:00,4537668.6875,11.409999999999998,11.506874999999999,0.0,0.10125000000000002,1.0,1.0,1.4690000000000003,22.899999999999995,0.0,1.0
34.0,2020-07-02 06:00:00,4537668.6875,11.979999999999999,12.096875000000002,0.0,0.11437500000000003,1.0,1.0,36.47699999999999,41.7,0.0,1.0
34.0,2020-07-02 07:00:00,4537668.6875,14.06,14.218124999999993,0.0,0.15812500000000002,1.0,1.0,185.25100000000006,367.1999999999999,0.0,1.0
34.0,2020-07-02 08:00:00,4537668.6875,16.770000000000003,16.823749999999997,-0.09937500000000002,0.15125000000000002,1.0,1.0,376.71,1053.3999999999999,0.01,1.0
34.0,2020-07-02 09:00:00,4537668.6875,17.92000000000001,18.038125,-0.026875000000000003,0.14500000000000002,1.0,1.0,525.5069999999998,1322.4,0.01,1.0
34.0,2020-07-02 10:00:00,4537668.6875,20.180000000000003,20.607500000000005,0.24499999999999997,0.18812500000000001,1.0,1.0,614.6180000000002,1511.7000000000005,0.01,1.0
34.0,2020-07-02 11:00:00,4537668.6875,19.089999999999996,19.07875,-0.22375000000000006,0.2125,1.0,1.0,662.3530000000003,1529.2999999999995,0.01,1.0
34.0,2020-07-02 12:00:00,4537668.6875,20.259999999999998,20.014375000000005,-0.5606249999999999,0.31750000000000006,1.0,1.0,661.7029999999997,1465.0999999999997,0.01,1.0
34.0,2020-07-02 13:00:00,4537668.6875,21.98,21.558749999999996,-0.7593750000000001,0.33062500000000006,1.0,1.0,633.4449999999999,1543.9000000000003,0.01,1.0
34.0,2020-07-02 14:00:00,4537668.6875,25.949999999999992,25.474374999999995,-0.8987500000000002,0.423125,1.0,1.0,575.852,1470.7999999999995,0.01,1.0
34.0,2020-07-02 15:00:00,4537668.6875,25.829999999999988,26.81625000000001,0.5606249999999999,0.42312500000000003,1.0,1.0,529.8950000000002,1407.0,0.01,1.0
34.0,2020-07-02 16:00:00,4537668.6875,56.340000000000025,41.538125,-15.849375,1.0525000000000002,1.0,1.0,438.68000000000006,1363.0,0.01,1.0
34.0,2020-07-02 17:00:00,4537668.6875,28.019999999999996,27.27937500000001,-1.3306250000000002,0.5925,1.0,1.0,328.38000000000005,1244.2999999999997,0.01,1.0
34.0,2020-07-02 18:00:00,4537668.6875,31.38,30.396250000000006,-1.6631249999999995,0.6868749999999999,1.0,1.0,185.51600000000005,904.8999999999997,0.01,1.0
34.0,2020-07-02 19:00:00,4537668.6875,22.319999999999997,22.4725,-0.25375000000000003,0.40312500000000007,1.0,1.0,56.94399999999999,339.80000000000007,0.0,1.0
34.0,2020-07-02 20:00:00,4537668.6875,19.44,19.6175,-0.09312500000000003,0.27625,1.0,1.0,1.4269999999999998,6.400000000000001,0.0,1.0
34.0,2020-07-02 21:00:00,4537668.6875,19.88,20.120624999999997,-0.10312500000000001,0.33687500000000004,1.0,1.0,-1.2029999999999998,6.400000000000001,0.0,1.0
34.0,2020-07-02 22:00:00,4537668.6875,18.110000000000007,18.238124999999997,-0.14562499999999998,0.27125000000000005,1.0,1.0,-1.17,8.400000000000002,0.0,1.0
