datetime,pnode_id,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,row_is_current,version_nbr,wind_generation_mw,mw,fuel_percentage_of_total,is_renewable
2020-09-19 19:00:00,493106011.6990741,13.630000000000068,15.037083333333353,1.561527777777779,-0.15314814814814814,1.0,1.0,43.75,342.90000000000026,0.0,1.0
2020-09-19 20:00:00,493106011.6990741,12.949999999999974,13.143796296296292,0.34879629629629616,-0.1535185185185185,1.0,1.0,88.5970000000001,601.6000000000024,0.00999999999999999,1.0
2020-09-19 21:00:00,493106011.6990741,11.730000000000016,12.066990740740724,0.4400000000000008,-0.10240740740740734,1.0,1.0,104.68600000000026,1116.7000000000041,0.00999999999999999,1.0
2020-09-19 22:00:00,493106011.6990741,10.440000000000042,13.08967592592592,2.7362037037037066,-0.08249999999999995,1.0,1.0,120.33499999999941,1412.2999999999943,0.01999999999999998,1.0
2020-09-19 23:00:00,493106011.6990741,9.630000000000052,12.415972222222242,2.851805555555551,-0.06152777777777771,1.0,1.0,133.0339999999997,1726.2999999999931,0.01999999999999998,1.0
2020-09-20 00:00:00,493106011.6990741,10.099999999999959,12.392499999999972,2.271018518518517,0.019768518518518536,1.0,1.0,148.27999999999957,2299.5,0.030000000000000044,1.0
2020-09-20 01:00:00,493106011.6990741,8.519999999999985,8.958101851851872,0.36768518518518534,0.07129629629629625,1.0,1.0,160.56200000000067,2487.0999999999904,0.03999999999999996,1.0
2020-09-20 02:00:00,493106011.6990741,9.019999999999985,9.090740740740712,0.0,0.07282407407407404,1.0,1.0,139.69099999999966,2548.2000000000057,0.03999999999999996,1.0
2020-09-20 03:00:00,493106011.6990741,9.160000000000034,9.240972222222226,0.0,0.07587962962962956,1.0,1.0,144.9500000000005,2365.200000000008,0.03999999999999996,1.0
2020-09-20 04:00:00,493106011.6990741,9.150000000000036,9.24726851851852,0.025092592592592534,0.06930555555555552,1.0,1.0,145.35499999999962,2007.099999999993,0.030000000000000044,1.0
2020-09-20 05:00:00,493106011.6990741,7.9500000000000295,8.429953703703731,0.40268518518518487,0.07439814814814806,1.0,1.0,141.84400000000022,1901.5999999999942,0.030000000000000044,1.0
2020-09-20 06:00:00,493106011.6990741,8.519999999999985,9.073611111111093,0.491898148148148,0.06152777777777761,1.0,1.0,140.6939999999997,1877.0,0.030000000000000044,1.0
2020-09-20 07:00:00,493106011.6990741,9.920000000000028,10.896203703703712,0.9473148148148136,0.03245370370370373,1.0,1.0,124.00200000000034,1932.099999999994,0.030000000000000044,1.0
2020-09-20 08:00:00,493106011.6990741,7.920000000000018,9.515462962962973,1.5825000000000016,0.017222222222222226,1.0,1.0,76.99300000000027,2059.099999999993,0.030000000000000044,1.0
2020-09-20 09:00:00,493106011.6990741,8.099999999999971,9.756712962962965,1.658657407407409,-0.005925925925925928,1.0,1.0,33.364999999999846,1396.3999999999996,0.01999999999999998,1.0
2020-09-20 10:00:00,493106011.6990741,10.010000000000003,12.843287037037022,2.8797222222222216,-0.04611111111111103,1.0,1.0,34.59500000000006,809.2999999999986,0.00999999999999999,1.0
2020-09-20 11:00:00,493106011.6990741,10.099999999999959,13.040462962962975,2.9890740740740704,-0.045555555555555495,1.0,1.0,59.87199999999985,1516.200000000006,0.01999999999999998,1.0
2020-09-20 12:00:00,493106011.6990741,10.220000000000008,12.75106481481483,2.6113425925925946,-0.07726851851851861,1.0,1.0,44.408999999999835,1949.2999999999927,0.030000000000000044,1.0
2020-09-20 13:00:00,493106011.6990741,9.769999999999985,12.668888888888889,2.9820833333333243,-0.08134259259259258,1.0,1.0,39.73700000000003,2138.7999999999925,0.030000000000000044,1.0
2020-09-20 14:00:00,493106011.6990741,10.319999999999995,13.858518518518531,3.62333333333333,-0.08814814814814811,1.0,1.0,27.545000000000055,1955.5,0.030000000000000044,1.0
2020-09-20 15:00:00,493106011.6990741,11.359999999999983,15.716805555555569,4.461944444444453,-0.10444444444444446,1.0,1.0,23.975999999999996,1829.700000000007,0.01999999999999998,1.0
2020-09-20 16:00:00,493106011.6990741,11.989999999999961,16.735833333333353,4.865648148148146,-0.1199537037037038,1.0,1.0,20.094000000000044,1705.2000000000069,0.01999999999999998,1.0
2020-09-20 17:00:00,493106011.6990741,13.269999999999984,17.31726851851851,4.17453703703703,-0.12870370370370374,1.0,1.0,22.994999999999916,1559.599999999998,0.01999999999999998,1.0
2020-09-20 18:00:00,493106011.6990741,13.730000000000016,17.453796296296318,3.816527777777777,-0.09134259259259246,1.0,1.0,37.45700000000015,1577.4000000000024,0.01999999999999998,1.0
2020-09-20 19:00:00,493106011.6990741,13.820000000000038,15.73564814814817,1.963379629629631,-0.04597222222222223,1.0,1.0,58.11399999999973,1550.7999999999938,0.01999999999999998,1.0
2020-09-20 20:00:00,493106011.6990741,13.09999999999995,14.024814814814818,0.9431944444444428,-0.01712962962962963,1.0,1.0,115.62199999999963,2472.5999999999904,0.030000000000000044,1.0
