voltage_kv,datetime,pnode_id,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,row_is_current,version_nbr,wind_generation_mw,mw,fuel_percentage_of_total,is_renewable
69.0,2020-07-01 00:00:00,662811064.1882353,15.650000000000007,15.665058823529408,0.0,0.011647058823529411,1.0,1.0,85.43299999999998,536.0999999999991,0.010000000000000005,1.0
69.0,2020-07-01 01:00:00,662811064.1882353,15.240000000000006,15.266470588235288,0.0,0.026235294117647055,1.0,1.0,67.60400000000003,556.3000000000006,0.010000000000000005,1.0
69.0,2020-07-01 02:00:00,662811064.1882353,14.42999999999999,14.490588235294116,0.029999999999999978,0.03152941176470586,1.0,1.0,43.10899999999995,647.5,0.010000000000000005,1.0
69.0,2020-07-01 03:00:00,662811064.1882353,13.660000000000002,13.69541176470588,0.0,0.03188235294117647,1.0,1.0,29.66699999999996,425.5,0.0,1.0
69.0,2020-07-01 04:00:00,662811064.1882353,13.440000000000028,13.47317647058823,0.0,0.03199999999999999,1.0,1.0,17.32899999999997,334.20000000000044,0.0,1.0
69.0,2020-07-01 05:00:00,662811064.1882353,14.700000000000024,14.734235294117646,0.022823529411764725,0.014235294117647061,1.0,1.0,23.11300000000004,485.5,0.010000000000000005,1.0
69.0,2020-07-01 06:00:00,662811064.1882353,15.849999999999989,15.839058823529413,-0.010000000000000005,-0.004235294117647061,1.0,1.0,24.48700000000003,502.4000000000008,0.010000000000000005,1.0
69.0,2020-07-01 07:00:00,662811064.1882353,17.509999999999994,17.400588235294116,-0.04999999999999992,-0.06694117647058827,1.0,1.0,26.555000000000003,536.1999999999996,0.010000000000000005,1.0
69.0,2020-07-01 08:00:00,662811064.1882353,20.0,19.83788235294118,-0.02164705882352943,-0.14458823529411757,1.0,1.0,23.449000000000023,346.70000000000044,0.0,1.0
69.0,2020-07-01 09:00:00,662811064.1882353,20.549999999999972,20.362117647058817,-0.00023529411764705796,-0.1868235294117647,1.0,1.0,17.24700000000001,305.70000000000044,0.0,1.0
69.0,2020-07-01 10:00:00,662811064.1882353,24.740000000000002,25.20247058823529,0.6825882352941178,-0.2200000000000001,1.0,1.0,15.691000000000015,523.0,0.0,1.0
69.0,2020-07-01 11:00:00,662811064.1882353,25.51999999999999,24.578941176470583,-0.7410588235294105,-0.19752941176470593,1.0,1.0,25.058999999999987,886.8000000000013,0.010000000000000005,1.0
69.0,2020-07-01 12:00:00,662811064.1882353,33.78000000000004,32.30670588235297,-1.3311764705882352,-0.1383529411764706,1.0,1.0,31.38799999999996,864.0,0.010000000000000005,1.0
69.0,2020-07-01 13:00:00,662811064.1882353,25.48000000000001,25.87823529411766,0.4790588235294116,-0.07541176470588237,1.0,1.0,47.05200000000004,787.0999999999991,0.010000000000000005,1.0
69.0,2020-07-01 14:00:00,662811064.1882353,26.45000000000001,25.840235294117647,-0.5539999999999998,-0.058470588235294094,1.0,1.0,48.297999999999895,975.6999999999985,0.010000000000000005,1.0
69.0,2020-07-01 15:00:00,662811064.1882353,26.319999999999997,25.838823529411755,-0.47941176470588226,-0.006823529411764773,1.0,1.0,87.99399999999989,1492.800000000002,0.010000000000000005,1.0
69.0,2020-07-01 16:00:00,662811064.1882353,26.809999999999963,25.043176470588254,-1.7296470588235278,-0.03470588235294116,1.0,1.0,91.9620000000002,1930.7999999999993,0.010000000000000005,1.0
69.0,2020-07-01 17:00:00,662811064.1882353,30.119999999999933,24.640588235294143,-5.378588235294119,-0.10541176470588236,1.0,1.0,106.01900000000016,1624.8999999999976,0.010000000000000005,1.0
69.0,2020-07-01 18:00:00,662811064.1882353,26.01000000000001,24.252705882352924,-1.610235294117648,-0.15188235294117652,1.0,1.0,121.99500000000009,1184.1000000000013,0.010000000000000005,1.0
69.0,2020-07-01 19:00:00,662811064.1882353,23.869999999999948,22.40388235294118,-1.2960000000000003,-0.1743529411764706,1.0,1.0,89.10199999999992,934.1999999999987,0.010000000000000005,1.0
69.0,2020-07-01 20:00:00,662811064.1882353,20.13000000000004,19.67105882352942,-0.34258823529411764,-0.11376470588235293,1.0,1.0,93.375,927.0,0.010000000000000005,1.0
69.0,2020-07-01 21:00:00,662811064.1882353,20.27999999999998,20.231529411764697,-0.046941176470588215,-0.002588235294117672,1.0,1.0,91.80299999999991,839.5,0.010000000000000005,1.0
69.0,2020-07-01 22:00:00,662811064.1882353,19.06999999999999,20.123294117647063,1.1363529411764703,-0.0788235294117647,1.0,1.0,99.19300000000014,933.1999999999987,0.010000000000000005,1.0
69.0,2020-07-01 23:00:00,662811064.1882353,15.980000000000013,16.87517647058823,0.9045882352941171,-0.010705882352941166,1.0,1.0,98.95600000000009,1559.0,0.02000000000000001,1.0
69.0,2020-07-02 00:00:00,662811064.1882353,13.94000000000003,13.951176470588237,0.0,0.010588235294117648,1.0,1.0,81.44300000000014,1433.1000000000022,0.010000000000000005,1.0
69.0,2020-07-02 01:00:00,662811064.1882353,12.679999999999984,12.683294117647065,0.0,0.008823529411764714,1.0,1.0,68.61999999999992,1546.1000000000024,0.02000000000000001,1.0
69.0,2020-07-02 02:00:00,662811064.1882353,12.230000000000013,12.221764705882348,0.0,-0.009529411764705875,1.0,1.0,111.4830000000001,1593.1999999999982,0.02000000000000001,1.0
69.0,2020-07-02 03:00:00,662811064.1882353,11.340000000000009,11.321294117647057,0.0,-0.016235294117647063,1.0,1.0,127.77700000000002,1577.6000000000024,0.02000000000000001,1.0
69.0,2020-07-02 04:00:00,662811064.1882353,11.200000000000017,11.177411764705894,0.0,-0.018352941176470596,1.0,1.0,179.61399999999972,1408.5,0.02000000000000001,1.0
69.0,2020-07-02 05:00:00,662811064.1882353,11.409999999999991,11.418941176470602,0.0,0.013764705882352948,1.0,1.0,249.31499999999986,1251.5,0.010000000000000005,1.0
69.0,2020-07-02 06:00:00,662811064.1882353,11.980000000000013,12.000352941176464,0.0,0.017411764705882363,1.0,1.0,257.6889999999998,1290.8000000000018,0.02000000000000001,1.0
69.0,2020-07-02 07:00:00,662811064.1882353,14.05999999999997,14.095176470588237,0.0,0.03776470588235294,1.0,1.0,197.38500000000016,1071.1999999999982,0.010000000000000005,1.0
69.0,2020-07-02 08:00:00,662811064.1882353,16.76999999999999,16.647058823529413,-0.10764705882352946,-0.019764705882352927,1.0,1.0,158.4650000000001,659.199999999999,0.010000000000000005,1.0
69.0,2020-07-02 09:00:00,662811064.1882353,17.920000000000012,17.81517647058823,-0.029764705882352933,-0.07517647058823532,1.0,1.0,126.73500000000003,288.5999999999997,0.0,1.0
69.0,2020-07-02 10:00:00,662811064.1882353,20.180000000000014,20.33635294117649,0.23800000000000004,-0.07600000000000001,1.0,1.0,140.97799999999978,263.7000000000004,0.0,1.0
69.0,2020-07-02 11:00:00,662811064.1882353,19.08999999999998,18.82035294117648,-0.22400000000000003,-0.049882352941176454,1.0,1.0,149.82099999999994,365.09999999999945,0.0,1.0
69.0,2020-07-02 12:00:00,662811064.1882353,20.259999999999994,19.732117647058818,-0.5527058823529409,0.029176470588235304,1.0,1.0,118.63500000000018,613.0999999999991,0.0,1.0
69.0,2020-07-02 13:00:00,662811064.1882353,21.98000000000001,21.25352941176472,-0.7421176470588238,0.013529411764705842,1.0,1.0,108.92799999999991,720.5999999999991,0.010000000000000005,1.0
69.0,2020-07-02 14:00:00,662811064.1882353,25.950000000000017,25.16000000000001,-0.8287058823529408,0.03282352941176471,1.0,1.0,98.82099999999994,608.1999999999992,0.0,1.0
69.0,2020-07-02 15:00:00,662811064.1882353,25.82999999999997,26.476235294117647,0.6009411764705881,0.04576470588235286,1.0,1.0,90.31999999999991,451.40000000000066,0.0,1.0
69.0,2020-07-02 16:00:00,662811064.1882353,56.34000000000007,41.072588235294134,-15.477647058823536,0.21341176470588266,1.0,1.0,98.54399999999991,333.20000000000044,0.0,1.0
69.0,2020-07-02 17:00:00,662811064.1882353,28.01999999999999,26.922823529411776,-1.2661176470588231,0.1708235294117648,1.0,1.0,103.12899999999998,301.5999999999997,0.0,1.0
69.0,2020-07-02 18:00:00,662811064.1882353,31.380000000000067,29.93941176470588,-1.667176470588237,0.22882352941176473,1.0,1.0,142.61800000000025,338.0999999999995,0.0,1.0
69.0,2020-07-02 19:00:00,662811064.1882353,22.319999999999983,22.17188235294118,-0.24870588235294103,0.09635294117647064,1.0,1.0,154.68300000000033,373.4000000000006,0.0,1.0
69.0,2020-07-02 20:00:00,662811064.1882353,19.440000000000037,19.3474117647059,-0.09188235294117643,0.0038823529411764505,1.0,1.0,173.7790000000003,429.79999999999984,0.0,1.0
69.0,2020-07-02 21:00:00,662811064.1882353,19.88000000000004,19.857176470588247,-0.10094117647058812,0.07470588235294125,1.0,1.0,213.71800000000036,660.9000000000009,0.010000000000000005,1.0
69.0,2020-07-02 22:00:00,662811064.1882353,18.109999999999975,18.016235294117635,-0.14235294117647077,0.047529411764705896,1.0,1.0,217.1800000000002,1213.5,0.010000000000000005,1.0
69.0,2020-07-02 23:00:00,662811064.1882353,16.690000000000033,16.531411764705883,-0.21788235294117667,0.06047058823529401,1.0,1.0,209.30099999999982,1222.8999999999985,0.010000000000000005,1.0
