voltage_kv,datetime,pnode_id,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,row_is_current,version_nbr,wind_generation_mw,mw,fuel_percentage_of_total,is_renewable
34.0,2020-07-01 00:00:00,4537668.6875,15.650000000000004,15.806874999999998,0.0,0.15437499999999998,1.0,1.0,85.43299999999998,536.1000000000001,0.01,1.0
34.0,2020-07-01 01:00:00,4537668.6875,15.240000000000004,15.378750000000002,0.0,0.13625000000000004,1.0,1.0,67.60400000000001,556.3000000000001,0.01,1.0
34.0,2020-07-01 02:00:00,4537668.6875,14.430000000000005,14.587500000000002,0.030000000000000013,0.12875000000000003,1.0,1.0,43.109,647.5,0.01,1.0
34.0,2020-07-01 03:00:00,4537668.6875,13.659999999999998,13.779999999999996,0.0,0.12000000000000002,1.0,1.0,29.667000000000016,425.5,0.0,1.0
34.0,2020-07-01 04:00:00,4537668.6875,13.44,13.559999999999997,0.0,0.11750000000000002,1.0,1.0,17.329000000000004,334.19999999999993,0.0,1.0
34.0,2020-07-01 05:00:00,4537668.6875,14.699999999999996,14.830625000000001,0.024375000000000008,0.11062500000000001,1.0,1.0,23.113000000000003,485.5,0.01,1.0
34.0,2020-07-01 06:00:00,4537668.6875,15.849999999999996,15.959374999999998,-0.01,0.11750000000000002,1.0,1.0,24.487000000000005,502.39999999999986,0.01,1.0
34.0,2020-07-01 07:00:00,4537668.6875,17.509999999999998,17.558750000000003,-0.05000000000000001,0.09375000000000001,1.0,1.0,26.555000000000003,536.1999999999999,0.01,1.0
34.0,2020-07-01 08:00:00,4537668.6875,20.0,20.051875000000003,-0.020624999999999994,0.06999999999999999,1.0,1.0,23.44900000000001,346.6999999999999,0.0,1.0
34.0,2020-07-01 09:00:00,4537668.6875,20.550000000000004,20.610625000000002,6.071532165918825e-18,0.058124999999999996,1.0,1.0,17.247000000000007,305.69999999999993,0.0,1.0
34.0,2020-07-01 10:00:00,4537668.6875,24.740000000000006,25.54625,0.7006249999999999,0.10562500000000001,1.0,1.0,15.691,523.0,0.0,1.0
34.0,2020-07-01 11:00:00,4537668.6875,25.519999999999996,24.916250000000005,-0.7537500000000001,0.151875,1.0,1.0,25.059000000000008,886.7999999999997,0.01,1.0
34.0,2020-07-01 12:00:00,4537668.6875,33.77999999999999,32.760625,-1.356875,0.3375000000000001,1.0,1.0,31.38799999999999,864.0,0.01,1.0
34.0,2020-07-01 13:00:00,4537668.6875,25.480000000000004,26.254375,0.49124999999999996,0.29000000000000004,1.0,1.0,47.052000000000014,787.1000000000003,0.01,1.0
34.0,2020-07-01 14:00:00,4537668.6875,26.449999999999992,26.218124999999997,-0.5587499999999999,0.32749999999999996,1.0,1.0,48.298,975.7000000000003,0.01,1.0
34.0,2020-07-01 15:00:00,4537668.6875,26.319999999999997,26.21999999999999,-0.48249999999999993,0.38250000000000006,1.0,1.0,87.99399999999999,1492.7999999999995,0.01,1.0
