voltage_kv,datetime,pnode_id,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,row_is_current,version_nbr,solar_generation_mw,mw,fuel_percentage_of_total,is_renewable
13.0,2020-07-01 00:00:00,397393565.34090906,15.649999999999988,15.622045454545447,0.0,-0.03227272727272724,1.0,1.0,-1.1529999999999991,21.899999999999984,0.0,1.0
13.0,2020-07-01 01:00:00,397393565.34090906,15.240000000000007,15.235454545454548,0.0,-0.008636363636363642,1.0,1.0,-1.1569999999999987,21.899999999999984,0.0,1.0
13.0,2020-07-01 02:00:00,397393565.34090906,14.429999999999994,14.460227272727264,0.030000000000000023,0.004090909090909081,1.0,1.0,-1.1899999999999993,21.899999999999984,0.0,1.0
13.0,2020-07-01 03:00:00,397393565.34090906,13.660000000000004,13.67000000000001,0.0,0.00795454545454545,1.0,1.0,-1.171999999999999,21.899999999999984,0.0,1.0
13.0,2020-07-01 04:00:00,397393565.34090906,13.440000000000005,13.450227272727268,0.0,0.008863636363636353,1.0,1.0,-1.18,21.899999999999984,0.0,1.0
13.0,2020-07-01 05:00:00,397393565.34090906,14.700000000000005,14.70636363636363,0.022727272727272742,-0.012954545454545456,1.0,1.0,0.5309999999999998,21.899999999999984,0.0,1.0
13.0,2020-07-01 06:00:00,397393565.34090906,15.850000000000012,15.80409090909091,-0.010000000000000005,-0.03863636363636364,1.0,1.0,28.852999999999994,27.70000000000002,0.0,1.0
13.0,2020-07-01 07:00:00,397393565.34090906,17.509999999999994,17.35568181818182,-0.05,-0.1127272727272727,1.0,1.0,105.31199999999991,244.6000000000002,0.0,1.0
13.0,2020-07-01 08:00:00,397393565.34090906,20.0,19.77409090909091,-0.025681818181818195,-0.2036363636363636,1.0,1.0,197.43900000000014,686.0999999999995,0.010000000000000005,1.0
13.0,2020-07-01 09:00:00,397393565.34090906,20.549999999999983,20.26931818181818,-0.014999999999999998,-0.26522727272727287,1.0,1.0,347.09200000000016,1015.5999999999992,0.010000000000000005,1.0
13.0,2020-07-01 10:00:00,397393565.34090906,24.740000000000006,25.051136363636363,0.6356818181818181,-0.3229545454545455,1.0,1.0,423.70299999999986,1215.5,0.010000000000000005,1.0
13.0,2020-07-01 11:00:00,397393565.34090906,25.519999999999985,24.468636363636367,-0.7393181818181815,-0.3113636363636364,1.0,1.0,464.5920000000002,1263.6999999999991,0.010000000000000005,1.0
13.0,2020-07-01 12:00:00,397393565.34090906,33.77999999999998,32.15818181818182,-1.321818181818182,-0.29795454545454536,1.0,1.0,407.07899999999995,1189.900000000001,0.010000000000000005,1.0
13.0,2020-07-01 13:00:00,397393565.34090906,25.480000000000015,25.703181818181804,0.43227272727272725,-0.2045454545454545,1.0,1.0,396.7669999999999,1192.0,0.010000000000000005,1.0
13.0,2020-07-01 14:00:00,397393565.34090906,26.45000000000002,25.684545454545468,-0.5718181818181823,-0.19522727272727272,1.0,1.0,350.02100000000024,1061.5,0.010000000000000005,1.0
13.0,2020-07-01 15:00:00,397393565.34090906,26.320000000000014,25.67818181818183,-0.49886363636363634,-0.14863636363636365,1.0,1.0,404.10100000000006,978.5,0.010000000000000005,1.0
13.0,2020-07-01 16:00:00,397393565.34090906,26.80999999999997,24.909090909090903,-1.7372727272727262,-0.16477272727272718,1.0,1.0,382.4959999999996,817.4000000000007,0.010000000000000005,1.0
13.0,2020-07-01 17:00:00,397393565.34090906,30.119999999999973,24.449090909090902,-5.422727272727273,-0.24886363636363631,1.0,1.0,305.4740000000001,781.2999999999997,0.010000000000000005,1.0
13.0,2020-07-01 18:00:00,397393565.34090906,26.009999999999994,24.09204545454545,-1.6406818181818181,-0.2804545454545454,1.0,1.0,171.72699999999992,444.29999999999967,0.0,1.0
13.0,2020-07-01 19:00:00,397393565.34090906,23.87,22.269318181818182,-1.3095454545454537,-0.29545454545454547,1.0,1.0,48.14899999999995,139.8000000000001,0.0,1.0
13.0,2020-07-01 20:00:00,397393565.34090906,20.13,19.59159090909092,-0.3327272727272728,-0.20340909090909093,1.0,1.0,2.543999999999998,22.899999999999984,0.0,1.0
13.0,2020-07-01 21:00:00,397393565.34090906,20.27999999999998,20.15022727272727,-0.04340909090909093,-0.08818181818181821,1.0,1.0,0.3170000000000001,24.79999999999998,0.0,1.0
13.0,2020-07-01 22:00:00,397393565.34090906,19.070000000000018,19.999772727272724,1.0795454545454537,-0.14568181818181816,1.0,1.0,0.3089999999999998,22.899999999999984,0.0,1.0
13.0,2020-07-01 23:00:00,397393565.34090906,15.980000000000011,16.80863636363637,0.8838636363636365,-0.05590909090909091,1.0,1.0,0.3840000000000002,22.899999999999984,0.0,1.0
13.0,2020-07-02 00:00:00,397393565.34090906,13.940000000000008,13.913636363636373,0.0,-0.027045454545454543,1.0,1.0,0.13900000000000015,22.899999999999984,0.0,1.0
13.0,2020-07-02 01:00:00,397393565.34090906,12.680000000000001,12.654545454545454,0.0,-0.020454545454545458,1.0,1.0,0.1600000000000001,22.899999999999984,0.0,1.0
13.0,2020-07-02 02:00:00,397393565.34090906,12.230000000000008,12.196818181818184,0.0,-0.038181818181818185,1.0,1.0,0.15299999999999983,24.89999999999999,0.0,1.0
13.0,2020-07-02 03:00:00,397393565.34090906,11.33999999999999,11.297954545454544,0.0,-0.03863636363636364,1.0,1.0,0.15099999999999986,22.899999999999984,0.0,1.0
13.0,2020-07-02 04:00:00,397393565.34090906,11.199999999999992,11.152727272727274,0.0,-0.04136363636363637,1.0,1.0,0.12800000000000009,23.0,0.0,1.0
