voltage_kv,datetime,pnode_id,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,row_is_current,version_nbr,solar_generation_mw,mw,fuel_percentage_of_total,is_renewable
69.0,2020-07-01 00:00:00,662811064.1882353,15.650000000000007,15.665058823529408,0.0,0.011647058823529411,1.0,1.0,-1.1530000000000014,21.90000000000003,0.0,1.0
69.0,2020-07-01 01:00:00,662811064.1882353,15.240000000000006,15.266470588235288,0.0,0.026235294117647055,1.0,1.0,-1.1569999999999976,21.90000000000003,0.0,1.0
69.0,2020-07-01 02:00:00,662811064.1882353,14.42999999999999,14.490588235294116,0.029999999999999978,0.03152941176470586,1.0,1.0,-1.1899999999999986,21.90000000000003,0.0,1.0
69.0,2020-07-01 03:00:00,662811064.1882353,13.660000000000002,13.69541176470588,0.0,0.03188235294117647,1.0,1.0,-1.1719999999999982,21.90000000000003,0.0,1.0
69.0,2020-07-01 04:00:00,662811064.1882353,13.440000000000028,13.47317647058823,0.0,0.03199999999999999,1.0,1.0,-1.1800000000000024,21.90000000000003,0.0,1.0
69.0,2020-07-01 05:00:00,662811064.1882353,14.700000000000024,14.734235294117646,0.022823529411764725,0.014235294117647061,1.0,1.0,0.5309999999999994,21.90000000000003,0.0,1.0
69.0,2020-07-01 06:00:00,662811064.1882353,15.849999999999989,15.839058823529413,-0.010000000000000005,-0.004235294117647061,1.0,1.0,28.853000000000026,27.7,0.0,1.0
69.0,2020-07-01 07:00:00,662811064.1882353,17.509999999999994,17.400588235294116,-0.04999999999999992,-0.06694117647058827,1.0,1.0,105.31199999999993,244.59999999999988,0.0,1.0
69.0,2020-07-01 08:00:00,662811064.1882353,20.0,19.83788235294118,-0.02164705882352943,-0.14458823529411757,1.0,1.0,197.43900000000016,686.0999999999991,0.010000000000000005,1.0
69.0,2020-07-01 09:00:00,662811064.1882353,20.549999999999972,20.362117647058817,-0.00023529411764705796,-0.1868235294117647,1.0,1.0,347.0920000000003,1015.6000000000007,0.010000000000000005,1.0
69.0,2020-07-01 10:00:00,662811064.1882353,24.740000000000002,25.20247058823529,0.6825882352941178,-0.2200000000000001,1.0,1.0,423.70300000000054,1215.5,0.010000000000000005,1.0
69.0,2020-07-01 11:00:00,662811064.1882353,25.51999999999999,24.578941176470583,-0.7410588235294105,-0.19752941176470593,1.0,1.0,464.59199999999976,1263.6999999999982,0.010000000000000005,1.0
